date,revenue,product_cost,marketing_expense,operating_expense,shipping_expense,other_expense,gross_profit,operating_profit,profit_margin
2025-08-02,294654.01,161449.0,21943.190000000002,35358.4812,11786.1604,5893.0802,133205.01,58224.09819999999,0.1976015809185831
2025-08-03,300970.46,159715.55,22411.239999999998,36116.455200000004,12038.818400000002,6019.409200000001,141254.91000000003,64668.98720000004,0.21486822062205052
2025-08-04,428218.35,228295.91,14012.17,51386.202,17128.734,8564.367,199922.43999999997,108830.96699999998,0.254148303079492
2025-08-05,513442.92,271451.36,15928.73,61613.1504,20537.7168,10268.8584,241991.56,133643.10439999998,0.26028814342205747
2025-08-06,462050.51,252228.86,14820.4,55446.0612,18482.0204,9241.0102,209821.65000000002,111832.15820000002,0.2420344870953611
2025-08-07,407188.92,215988.03,15560.48,48862.670399999995,16287.5568,8143.7784,191200.88999999998,102346.40439999997,0.25134869681620997
2025-08-08,294752.74,159942.87,15934.89,35370.328799999996,11790.1096,5895.0548,134809.87,65819.4868,0.223304071066481
2025-08-09,385748.53,203826.1,15547.67,46289.8236,15429.941200000001,7714.970600000001,181922.43000000002,96940.0246,0.25130367859081665
2025-08-10,296680.19,158902.78,14681.36,35601.6228,11867.2076,5933.6038,137777.41,69693.61580000001,0.23491159217607355
2025-08-11,351866.82,193469.66999999998,15732.0,42224.0184,14074.6728,7037.3364,158397.15000000002,79329.12240000002,0.2254521253240076
2025-08-12,416029.68,220866.4,16941.08,49923.5616,16641.1872,8320.5936,195163.28,103336.85760000002,0.24838818615056507
2025-08-13,470834.58,259587.22,14378.3,56500.1496,18833.3832,9416.6916,211247.36000000002,112118.83560000002,0.23812786987735696
2025-08-14,459077.62,246746.97,14811.42,55089.314399999996,18363.1048,9181.5524,212330.65,114885.25839999998,0.25025236124557754
2025-08-15,406759.05,224591.87,14149.04,48811.085999999996,16270.362,8135.181,182167.18,94801.511,0.23306552368041966
2025-08-16,209967.41,111225.99,0.0,25196.0892,8398.6964,4199.3482,98741.42,60947.286199999995,0.29027021955454896
2025-08-17,237060.69,128083.52,0.0,28447.2828,9482.4276,4741.2138,108977.17,66306.2458,0.2797015641859475
2025-08-18,482676.3,253095.19,0.0,57921.155999999995,19307.052,9653.526,229581.11,142699.376,0.29564197786383956
2025-08-19,515521.67,273625.54,0.0,61862.600399999996,20620.8668,10310.4334,241896.13,149102.2294,0.2892259202217436
2025-08-20,491490.85,267054.27,0.0,58978.901999999995,19659.634,9829.817,224436.57999999996,135968.22699999996,0.2766444726285341
2025-08-21,483300.84,270158.06,0.0,57996.1008,19332.033600000002,9666.016800000001,213142.78000000003,126148.62880000002,0.26101471042342905
2025-08-22,454415.46,245068.12,0.0,54529.8552,18176.618400000003,9088.309200000002,209347.34000000003,127552.55720000002,0.2806959014994781
2025-08-23,305845.51,167432.19,0.0,36701.4612,12233.8204,6116.9102,138413.32,83361.12820000002,0.2725595945482411
2025-08-24,275525.13,153732.72,0.0,33063.0156,11021.0052,5510.5026,121792.41,72197.8866,0.26203739237869156
2025-08-25,444729.58,236283.79,0.0,53367.5496,17789.1832,8894.5916,208445.79,128394.46560000001,0.28870232917720473
2025-08-26,465036.4,248075.1,0.0,55804.368,18601.456000000002,9300.728000000001,216961.30000000002,133254.74800000002,0.286546919768001
2025-08-27,420713.97,235298.79,36032.81,50485.6764,16828.5588,8414.2794,185415.17999999996,73653.85539999997,0.17506871806515
2025-08-28,559169.85,293817.6,33349.87,67100.382,22366.793999999998,11183.396999999999,265352.25,131351.80700000003,0.23490502393861193
2025-08-29,470656.87,254588.46,34191.13,56478.8244,18826.2748,9413.1374,216068.41,97159.0434,0.20643285925051938
2025-08-30,270540.85,145950.2,37074.0,32464.901999999995,10821.634,5410.817,124590.64999999997,38819.29699999997,0.14348774685967008
2025-08-31,316152.5,169224.81,36304.83,37938.299999999996,12646.1,6323.05,146927.69,53715.409999999996,0.1699034801243071
2025-09-01,559949.75,304945.97,36364.52,67193.97,22397.99,11198.995,255003.78000000003,117848.30500000004,0.21046228701771907
2025-09-02,546379.5,300641.74,32804.01,65565.54,21855.18,10927.59,245737.76,114585.44000000003,0.20971767791434348
2025-09-03,553281.51,290618.19,37552.12,66393.7812,22131.2604,11065.6302,262663.32,125520.52820000002,0.2268655755367643
2025-09-04,445717.37,251821.97999999998,48298.31,53486.0844,17828.6948,8914.3474,193895.39,65367.95340000003,0.14665785495413838
2025-09-05,376647.99,207989.7,54881.0,45197.758799999996,15065.9196,7532.9598,168658.28999999998,45980.651799999985,0.12207858005561104
2025-09-06,226078.89,121126.0,52866.02,27129.466800000002,9043.1556,4521.5778,104952.89000000001,11392.669800000014,0.05039245282918725
2025-09-07,278579.32,148130.36,52856.55,33429.5184,11143.1728,5571.5864,130448.96000000002,27448.132400000017,0.09852896618456825
2025-09-08,541059.42,289382.26,17968.66,64927.1304,21642.376800000002,10821.188400000001,251677.16000000003,136317.80440000002,0.25194608828730863
2025-09-09,437890.98,234516.71,17390.07,52546.91759999999,17515.6392,8757.8196,203374.27,107163.82359999999,0.24472717752715525
2025-09-10,524491.54,287842.96,42515.46000000001,62938.984800000006,20979.661600000003,10489.830800000002,236648.58000000002,99724.64279999999,0.19013584623309648
2025-09-11,526346.95,284942.12,40250.149999999994,63161.63399999999,21053.877999999997,10526.938999999998,241404.82999999996,106412.22899999998,0.20217126555022308
2025-09-12,395757.95,214044.9,43390.36,47490.954,15830.318000000001,7915.159000000001,181713.05000000002,67086.259,0.16951335784916008
2025-09-13,342895.54,191583.33,42810.06,41147.464799999994,13715.8216,6857.9108,151312.21,46780.952800000014,0.1364291667369019
2025-09-14,286455.82,155803.35,35409.7,34374.6984,11458.2328,5729.1164,130652.47,43680.722400000006,0.1524867688148211
2025-09-15,506943.9,269381.62,36127.88,60833.268000000004,20277.756,10138.878,237562.28000000003,110184.49800000002,0.2173504760585935
2025-09-16,509906.96,274673.23,34081.770000000004,61188.8352,20396.278400000003,10198.139200000001,235233.73000000004,109368.7072,0.21448757475285296
2025-09-17,453694.45,248453.37,34550.490000000005,54443.334,18147.778000000002,9073.889000000001,205241.08000000002,89025.58900000002,0.19622366771292887
2025-09-18,487268.95,269459.4,34889.94,58472.274,19490.758,9745.379,217809.55,95211.19899999998,0.1953976320469424
2025-09-19,537225.21,287124.1,35002.020000000004,64467.0252,21489.0084,10744.5042,250101.11,118398.55219999998,0.22038904726753233
2025-09-20,401853.06,213827.52,35235.27,48222.3672,16074.1224,8037.0612,188025.54,80456.71920000002,0.20021427533735844
2025-09-21,267189.73,147990.0,35548.44,32062.767599999996,10687.5892,5343.7946,119199.72999999998,35557.138599999984,0.13307823844876068
2025-09-22,522181.23,282230.41,62127.14,62661.747599999995,20887.2492,10443.6246,239950.82,83831.0586,0.16054016074074515
2025-09-23,418224.81,228196.1,63965.240000000005,50186.9772,16728.9924,8364.4962,190028.71,50783.004199999974,0.12142513544330374
2025-09-24,593789.46,320703.15,61958.6,71254.7352,23751.5784,11875.7892,273086.30999999994,104245.60719999994,0.1755598814435001
2025-09-25,480065.31,265477.74,61398.47,57607.837199999994,19202.6124,9601.3062,214587.57,66777.3442,0.1391005407160122
2025-09-26,480199.51,260867.63,68071.79000000001,57623.9412,19207.9804,9603.9902,219331.88,64824.178199999995,0.13499426144770535
2025-09-27,352863.7,187780.83,64053.490000000005,42343.644,14114.548,7057.274,165082.87000000002,37513.91400000002,0.1063127604227922
2025-09-28,288457.07,148327.8,37347.46,34614.8484,11538.2828,5769.1414,140129.27000000002,50859.53740000002,0.17631579423586333
2025-09-29,539965.42,289540.91,38450.18,64795.8504,21598.616800000003,10799.308400000002,250424.51000000007,114780.55440000008,0.21257019458764614
2025-09-30,419434.6,232134.05,39702.41,50332.151999999995,16777.384,8388.692,187300.55,72099.912,0.17189786441080446
2025-10-01,653235.35,355284.12,35067.27,78388.242,26129.414,13064.707,297951.23,145301.59699999998,0.2224337629615421
2025-10-02,540239.81,291942.88,37411.69,64828.777200000004,21609.5924,10804.7962,248296.93000000005,113642.07420000005,0.2103548685166316
2025-10-03,576699.77,314042.52999999997,39088.119999999995,69203.9724,23067.9908,11533.9954,262657.24000000005,119763.16140000006,0.2076698615641897
2025-10-04,244874.06,131471.72,40766.869999999995,29384.887199999997,9794.9624,4897.4812,113402.34,28558.139199999998,0.11662378285392908
2025-10-05,329355.83,176187.79,10267.3,39522.6996,13174.2332,6587.1166,153168.04,83616.69060000003,0.2538794913695623
2025-10-06,485294.07,259589.65,0.0,58235.2884,19411.7628,9705.8814,225704.42,138351.4874,0.2850879414207555
2025-10-07,582238.35,315187.83999999997,0.0,69868.602,23289.534,11644.767,267050.51,162247.60700000002,0.27866183496844554
2025-10-08,606736.94,327381.6,0.0,72808.4328,24269.4776,12134.7388,279355.33999999997,170142.69079999998,0.28042250204841657
2025-10-09,543100.2,289134.04,0.0,65172.02399999999,21724.007999999998,10862.003999999999,253966.15999999997,156208.124,0.28762302794217354
2025-10-10,580759.18,318391.46,0.0,69691.10160000001,23230.367200000004,11615.183600000002,262367.72000000003,157831.06760000004,0.2717668063378697
2025-10-11,296626.67,164078.93,0.0,35595.200399999994,11865.066799999999,5932.533399999999,132547.74,79154.93939999999,0.2668503793000137
2025-10-12,265218.55,143764.67,0.0,31826.226,10608.742,5304.371,121453.87999999998,73714.54099999998,0.277938858349086
2025-10-13,574763.84,306043.88,0.0,68971.6608,22990.5536,11495.2768,268719.95999999996,165262.46879999997,0.2875310819831672
2025-10-14,535569.12,290143.33,11506.3,64268.2944,21422.7648,10711.3824,245425.78999999998,137517.04839999997,0.2567680683307506
2025-10-15,512119.87,282396.7,10599.21,61454.384399999995,20484.7948,10242.3974,229723.16999999998,126942.38339999998,0.24787630950542883
2025-10-16,532936.06,287777.54,12831.95,63952.32720000001,21317.442400000004,10658.721200000002,245158.52000000008,136398.07920000007,0.2559370428039717
2025-10-17,499208.64,267461.84,12567.66,59905.0368,19968.3456,9984.1728,231746.8,129321.58479999998,0.2590531782462739
2025-10-18,363731.77,195032.11,10987.88,43647.8124,14549.2708,7274.6354,168699.66000000003,92240.06140000004,0.25359363412219954
2025-10-19,282936.39,153090.24,12872.5,33952.3668,11317.455600000001,5658.727800000001,129846.15000000002,66045.09980000003,0.233427378500164
2025-10-20,560896.53,293787.22,12521.22,67307.5836,22435.861200000003,11217.930600000002,267109.31000000006,153626.71460000006,0.273894927822071
2025-10-21,494204.84,271468.76,44148.67,59304.5808,19768.193600000002,9884.096800000001,222736.08000000002,89630.53880000004,0.18136313436347576
2025-10-22,464354.91,253691.76,45425.78,55722.589199999995,18574.1964,9287.0982,210663.14999999997,81653.48619999998,0.17584284012416276
2025-10-23,617628.23,329738.13,45688.64,74115.3876,24705.1292,12352.5646,287890.1,131028.37859999995,0.21214765167064975
2025-10-24,412770.85,228360.37,44057.479999999996,49532.50199999999,16510.834,8255.417,184410.47999999998,66054.247,0.16002643355266005
2025-10-25,295656.73,161749.48,46683.84,35478.80759999999,11826.269199999999,5913.134599999999,133907.24999999997,34005.19859999998,0.11501581107252314
2025-10-26,335686.39,178765.88999999998,44818.79,40282.3668,13427.455600000001,6713.727800000001,156920.50000000003,51678.159800000016,0.15394773615933613
2025-10-27,630272.58,336999.07,41964.04,75632.70959999999,25210.9032,12605.4516,293273.50999999995,137860.40559999997,0.21873140284795506
2025-10-28,545362.59,295127.21,44045.520000000004,65443.5108,21814.5036,10907.2518,250235.37999999995,108024.59379999994,0.19807848169416967
2025-10-29,536391.19,295974.56,12047.86,64366.94279999999,21455.647599999997,10727.823799999998,240416.62999999995,131818.35579999996,0.24575041174706835
2025-10-30,552290.75,297907.19,11889.69,66274.89,22091.63,11045.815,254383.56,143081.53499999997,0.2590692221443143
2025-10-31,498006.97,272664.37,0.0,59760.83639999999,19920.2788,9960.1394,225342.59999999998,135701.3454,0.2724888476962481
2025-11-01,325962.27,176622.94,0.0,39115.4724,13038.490800000001,6519.245400000001,149339.33000000002,90666.12140000002,0.2781491287319849
2025-11-02,390140.96,202460.83,0.0,46816.9152,15605.638400000002,7802.819200000001,187680.13000000003,117454.75720000002,0.30105723121202144
2025-11-03,547292.23,294797.13,0.0,65675.0676,21891.6892,10945.8446,252495.09999999998,153982.49859999996,0.2813533431673239
2025-11-04,480287.47000000003,265558.73,0.0,57634.4964,19211.4988,9605.7494,214728.74000000005,128276.99540000004,0.267083785050649
2025-11-05,568451.2,309985.92,0.0,68214.14399999999,22738.048,11369.024,258465.27999999997,156144.06399999998,0.274683321980849
2025-11-06,645780.17,342822.69,0.0,77493.6204,25831.206800000004,12915.603400000002,302957.48000000004,186717.04940000002,0.2891340708092663
2025-11-07,536307.49,292155.85,0.0,64356.898799999995,21452.2996,10726.1498,244151.64,147616.2918,0.27524562783935763
2025-11-08,333297.18,183441.67,0.0,39995.6616,13331.8872,6665.9436,149855.50999999998,89862.01759999999,0.2696152952749255
2025-11-09,322395.55,172587.5,0.0,38687.466,12895.822,6447.911,149808.05,91776.851,0.28467158122995184
2025-11-10,597222.85,316458.61,0.0,71666.742,23888.914,11944.457,280764.24,173264.127,0.2901163728079058
2025-11-11,552433.5,293321.41,0.0,66292.02,22097.34,11048.67,259112.09000000003,159674.06,0.28903761267193245
2025-11-12,572140.6799999999,298890.54,0.0,68656.8816,22885.6272,11442.8136,273250.13999999996,170264.81759999998,0.2975925739103187
2025-11-13,632506.76,341642.25,0.0,75900.8112,25300.2704,12650.1352,290864.51,177013.29320000001,0.2798599230781344
2025-11-14,460524.93,247267.66,11286.24,55262.991599999994,18420.9972,9210.4986,213257.27,119076.54260000002,0.25856698485356705
2025-11-15,392659.56,209203.26,47579.96,47119.1472,15706.3824,7853.1912,183456.3,65197.61919999999,0.1660410845466235
2025-11-16,358126.76,190810.5,54814.4,42975.2112,14325.0704,7162.5352,167316.26,48039.04320000003,0.13413977553646098
2025-11-17,580592.69,307280.77,50021.11,69671.1228,23223.707599999998,11611.853799999999,273311.9199999999,118784.12579999994,0.2045911494338655
2025-11-18,524724.36,283367.34,50047.04,62966.9232,20988.9744,10494.4872,241357.01999999996,96859.59519999995,0.1845913827976272
2025-11-19,603215.99,325747.83,54351.07,72385.9188,24128.6396,12064.3198,277468.16,114538.21179999999,0.18987926994441906
2025-11-20,648583.29,343648.68,47691.21,77829.9948,25943.3316,12971.6658,304934.61000000004,140498.40780000004,0.2166235392835977
2025-11-21,634688.62,342157.24,53777.19,76162.6344,25387.5448,12693.7724,292531.38,124510.23840000002,0.1961753125493254
2025-11-22,360326.52999999997,184256.94,63486.64000000001,43239.1836,14413.061199999998,7206.530599999999,176069.58999999997,47724.17459999997,0.13244701854176535
2025-11-23,362640.86,195264.81,27367.72,43516.90319999999,14505.634399999999,7252.8171999999995,167376.05,74732.97519999999,0.20607985321896707
2025-11-24,557288.42,302023.63,26522.58,66874.6104,22291.5368,11145.7684,255264.79000000004,128430.29440000001,0.23045570263239995
2025-11-25,620193.65,331790.88,29265.11,74423.238,24807.746000000003,12403.873000000001,288402.77,147502.803,0.23783346217749893
2025-11-26,547251.35,299013.07,27940.05,65670.162,21890.054,10945.027,248238.27999999997,121792.98699999996,0.22255401836834202
2025-11-27,538969.69,292429.08,27440.77,64676.36279999999,21558.7876,10779.3938,246540.60999999993,122085.29579999995,0.22651606957712217
2025-11-28,517486.88,283833.99,26628.940000000002,62098.425599999995,20699.4752,10349.7376,233652.89,113876.31160000002,0.2200564226865037
2025-11-29,400654.81,218459.08,27346.21,48078.5772,16026.1924,8013.0962,182195.73,82731.65420000002,0.20649110439981994
2025-11-30,276587.8,145767.09,25683.739999999998,33190.536,11063.512,5531.756,130820.70999999999,55351.166000000005,0.20012150210529897
2025-12-01,690107.79,376572.56,27036.47,82812.9348,27604.3116,13802.1558,313535.23000000004,162279.3578,0.23515074043722936
2025-12-02,720524.88,382584.83,26678.95,86462.9856,28820.9952,14410.4976,337940.05,181566.62159999995,0.2519921610479293
2025-12-03,669591.88,354220.52999999997,26914.65,80351.0256,26783.6752,13391.8376,315371.35000000003,167930.16160000002,0.25079479996083587
2025-12-04,704821.13,377619.07,28405.06,84578.5356,28192.8452,14096.4226,327202.06,171929.1966,0.24393309065521346
2025-12-05,492602.36,261127.66,27214.34,59112.2832,19704.094399999998,9852.047199999999,231474.69999999998,115591.93519999998,0.2346556666922992
2025-12-06,376354.59,208827.48,16782.78,45162.550800000005,15054.183600000002,7527.091800000001,167527.11000000002,83000.50380000002,0.2205380404686974
2025-12-07,402762.12,216784.54,16446.56,48331.454399999995,16110.4848,8055.2424,185977.58,97033.8384,0.24092096446408615
2025-12-08,510800.7,281305.88,15054.86,61296.084,20432.028000000002,10216.014000000001,229494.82,122495.83400000003,0.23981140589666386
2025-12-09,513577.31,281114.2,0.0,61629.2772,20543.0924,10271.5462,232463.11,140019.19419999997,0.2726350862346313
2025-12-10,594711.16,328067.29,0.0,71365.3392,23788.4464,11894.2232,266643.87000000005,159595.86120000004,0.26835861159894836
2025-12-11,513314.6,282780.01,0.0,61597.75199999999,20532.584,10266.292,230534.58999999997,138137.962,0.2691097467323158
2025-12-12,552046.58,300411.21,0.0,66245.58959999999,22081.8632,11040.9316,251635.36999999994,152266.98559999993,0.2758227133659626
2025-12-13,447687.86,239181.81,0.0,53722.54319999999,17907.5144,8953.7572,208506.05,127922.2352,0.2857397902190155
2025-12-14,345327.2,185246.96,0.0,41439.264,13813.088000000002,6906.544000000001,160080.24000000002,97921.34400000003,0.2835610516634659
2025-12-15,599833.77,323253.29,0.0,71980.0524,23993.3508,11996.6754,276580.48000000004,168610.40140000003,0.2810952130954548
2025-12-16,573708.51,322813.85,0.0,68845.0212,22948.3404,11474.1702,250894.66000000003,147627.12820000004,0.25732079205169894
2025-12-17,605022.84,325171.55,0.0,72602.7408,24200.9136,12100.4568,279851.29,170947.1788,0.28254665361063064
2025-12-18,555137.53,296237.5,0.0,66616.5036,22205.501200000002,11102.750600000001,258900.03000000003,158975.27460000003,0.2863709729731298
2025-12-19,598162.91,324026.38,39723.56,71779.5492,23926.5164,11963.2582,274136.53,126743.64620000003,0.2118881730731182
2025-12-20,370397.54,191160.08,44062.99,44447.70479999999,14815.9016,7407.9508,179237.46,68502.9128,0.18494429741623017
2025-12-21,284405.99,145720.8,40753.34,34128.718799999995,11376.239599999999,5688.1197999999995,138685.19,46738.77180000001,0.16433821172331853
2025-12-22,551138.76,300126.5,45759.93,66136.6512,22045.5504,11022.7752,251012.26,106047.35320000001,0.1924149794871985
2025-12-23,522379.7,285548.83,40054.99,62685.564,20895.188000000002,10447.594000000001,236830.87,102747.534,0.196691284136807
2025-12-24,585790.49,306162.1,44900.26,70294.8588,23431.6196,11715.8098,279628.39,129285.84180000001,0.22070321046010838
2025-12-25,669836.26,349835.08,40129.14,80380.3512,26793.4504,13396.7252,320001.18,159301.5132,0.23782157329016496
2025-12-26,594387.29,323736.85,46161.9,71326.4748,23775.4916,11887.7458,270650.44000000006,117498.82780000006,0.19768058600310928
2025-12-27,403692.31,219299.88,43566.58,48443.0772,16147.6924,8073.8462,184392.43,68161.23419999998,0.16884451972840397
2025-12-28,376263.61,207696.66,48147.55,45151.6332,15050.544399999999,7525.272199999999,168566.94999999998,52691.950199999985,0.1400399847330439
2025-12-29,567688.55,307815.93,40823.23,68122.626,22707.542,11353.771,259872.62000000005,116865.45100000003,0.2058619131916612
2025-12-30,498255.6,265747.53,0.0,59790.67199999999,19930.224,9965.112,232508.06999999995,142822.06199999998,0.28664416817392513
2025-12-31,687777.47,377220.42,0.0,82533.29639999999,27511.0988,13755.5494,310557.05,186757.1054,0.271537108361517
2026-01-01,677773.65,360607.08999999997,0.0,81332.838,27110.946,13555.473,317166.56000000006,195167.30300000007,0.2879535122086851
2026-01-02,619195.12,340748.59,0.0,74303.4144,24767.8048,12383.9024,278446.52999999997,166991.40839999996,0.26969109252669815
2026-01-03,410064.27,220345.08,10096.72,49207.712400000004,16402.5708,8201.2854,189719.19000000003,105810.90140000003,0.2580349207210861
2026-01-04,430591.08,234147.88999999998,9786.6,51670.9296,17223.643200000002,8611.821600000001,196443.19000000003,109150.19560000002,0.25348921672971025
2026-01-05,553005.18,297875.75,9205.42,66360.6216,22120.2072,11060.1036,255129.43000000005,146383.07760000005,0.2647047132542231
2026-01-06,672963.25,357512.93,8585.67,80755.59,26918.53,13459.265,315450.32,185731.265,0.2759902045171115
2026-01-07,658612.36,358001.37,9555.28,79033.4832,26344.4944,13172.2472,300610.99,172505.48519999994,0.2619226356456474
2026-01-08,503609.2,272469.56,9153.42,60433.104,20144.368000000002,10072.184000000001,231139.64,131336.564,0.2607906368668404
2026-01-09,572024.17,310679.88,8968.74,68642.9004,22880.966800000002,11440.483400000001,261344.29000000004,149411.19940000007,0.26119735360133484
2026-01-10,342872.39,190583.74,10064.95,41144.6868,13714.895600000002,6857.447800000001,152288.65000000002,80506.66980000002,0.23480067846816133
2026-01-11,450687.42,237416.27,8842.28,54082.490399999995,18027.4968,9013.7484,213271.15,123305.1344,0.2735934683954569
2026-01-12,542400.55,294197.25,38355.97,65088.066000000006,21696.022,10848.011,248203.30000000005,112215.23100000003,0.20688627804673138
2026-01-13,704825.21,389447.3,40441.3,84579.02519999999,28193.0084,14096.5042,315377.91,148068.07220000002,0.21007771870135014
2026-01-14,653825.39,349700.12,39098.340000000004,78459.0468,26153.015600000002,13076.507800000001,304125.27,147338.35979999998,0.22534817713334745
2026-01-15,731669.84,395872.83,39511.43,87800.3808,29266.7936,14633.3968,335797.00999999995,164585.00879999998,0.22494436671053708
2026-01-16,669435.52,365450.94,41401.55,80332.26239999999,26777.4208,13388.7104,303984.58,142084.63640000002,0.2122454398595402
2026-01-17,350186.28,183335.04,45885.13,42022.3536,14007.451200000001,7003.725600000001,166851.24000000002,57932.57960000001,0.16543360750741007
2026-01-18,437937.44,238860.77,41155.5,52552.4928,17517.4976,8758.7488,199076.67,79092.4308,0.18060212161810144
2026-01-19,655592.52,353351.92,33580.77,78671.1024,26223.700800000002,13111.850400000001,302240.60000000003,150653.17640000003,0.2297969726683276
2026-01-20,733721.13,403179.44,36907.06,88046.5356,29348.8452,14674.4226,330541.69,161564.8266,0.2201992282817315
2026-01-21,640260.92,337250.42,34256.7,76831.3104,25610.436800000003,12805.218400000002,303010.50000000006,153506.83440000002,0.23975668294732094
2026-01-22,698071.14,375129.6,33428.65,83768.5368,27922.8456,13961.4228,322941.54000000004,163860.0848,0.23473264458404627
2026-01-23,682117.73,367482.74,32648.82,81854.12759999999,27284.7092,13642.3546,314634.99,159204.97859999997,0.23339809478343274
2026-01-24,394705.68,213853.13999999998,42567.880000000005,47364.681599999996,15788.2272,7894.1136,180852.54,67237.63760000002,0.17034879660206567
2026-01-25,332502.86,177895.55,38724.9,39900.343199999996,13300.1144,6650.0572,154607.31,56031.8952,0.16851552855816038
2026-01-26,649819.85,347645.9,42215.94,77978.382,25992.793999999998,12996.396999999999,302173.94999999995,142990.43699999998,0.22004627436357935
2026-01-27,748543.69,406590.71,12554.869999999999,89825.24279999999,29941.7476,14970.8738,341952.9799999999,194660.24579999992,0.260051949405919
2026-01-28,675415.78,364393.77999999997,12114.34,81049.8936,27016.631200000003,13508.315600000002,311022.00000000006,177332.81960000002,0.26255356308080335
2026-01-29,592708.97,320201.74,12235.32,71125.07639999999,23708.358799999998,11854.179399999999,272507.23,153584.2954,0.25912261020783944
2026-01-30,594682.24,316659.82,12215.54,71361.8688,23787.2896,11893.6448,278022.42,158764.0768,0.2669729581969692
2026-01-31,437900.42,231276.66,12629.92,52548.05039999999,17516.0168,8758.0084,206623.75999999998,115171.76439999996,0.26300902931310266
2026-02-01,396668.41,218331.24,12287.599999999999,47600.2092,15866.7364,7933.3682,178337.16999999998,94649.25619999999,0.23861052156888418
2026-02-02,667828.41,357819.66,12391.509999999998,80139.4092,26713.136400000003,13356.568200000002,310008.75000000006,177408.12620000003,0.26564926490623547
2026-02-03,837417.87,450208.13,5328.67,100490.14439999999,33496.7148,16748.3574,387209.74,231145.8534,0.27602211713012526
2026-02-04,600416.17,328681.21,5555.5,72049.9404,24016.646800000002,12008.323400000001,271734.96,158104.54940000002,0.26332493576913496
2026-02-05,698681.08,377592.45,5921.1,83841.72959999999,27947.243199999997,13973.621599999999,321088.62999999995,189404.93559999997,0.2710892580632067
2026-02-06,770703.71,424431.17,5368.45,92484.44519999999,30828.1484,15414.0742,346272.54,202177.42219999997,0.2623283365276651
2026-02-07,387886.26,214230.98,5998.31,46546.3512,15515.450400000002,7757.725200000001,173655.28,97837.4432,0.2522322992312231
2026-02-08,354848.3,190507.25,6092.52,42581.795999999995,14193.932,7096.966,164341.05,94375.836,0.2659610768883492
2026-02-09,742641.65,392504.22,32446.11,89116.99799999999,29705.666,14852.833,350137.43000000005,184015.82300000006,0.24778548711885479
2026-02-10,647926.77,353816.33,25640.54,77751.2124,25917.0708,12958.5354,294110.44,151843.08140000002,0.23435222687279925
2026-02-11,769231.43,412413.22,28525.8,92307.77160000001,30769.257200000004,15384.628600000002,356818.2100000001,189830.7526000001,0.24677976639618077
2026-02-12,694225.91,367875.57,30046.49,83307.1092,27769.0364,13884.5182,326350.34,171343.18620000003,0.2468118572526341
2026-02-13,666027.38,363373.83,28372.38,79923.2856,26641.0952,13320.5476,302653.55,154396.24159999998,0.2318166583481898
2026-02-14,477714.64,255946.11,28851.03,57325.7568,19108.585600000002,9554.292800000001,221768.53000000003,106928.86480000002,0.22383418017082338
2026-02-15,350826.09,188203.18,26208.14,42099.1308,14033.0436,7016.5218,162622.91000000003,73266.07380000001,0.2088387263330387
2026-02-16,729544.41,390628.63,25747.23,87545.32920000001,29181.776400000002,14590.888200000001,338915.78,181850.55620000005,0.24926591679319432
2026-02-17,642160.02,352603.55,26445.08,77059.2024,25686.400800000003,12843.200400000002,289556.47000000003,147522.5864,0.2297286997094587
2026-02-18,804475.42,422653.35,28297.0,96537.05040000001,32179.0168,16089.5084,381822.07000000007,208719.49440000005,0.25944794484833367
2026-02-19,674607.89,367755.42,27100.84,80952.9468,26984.3156,13492.1578,306852.47000000003,158322.2098,0.23468775291080574
2026-02-20,868795.47,465569.47,29543.22,104255.4564,34751.8188,17375.9094,403226.0,217299.5954,0.250115939715938
2026-02-21,482205.77999999997,258969.72,29604.17,57864.69359999999,19288.2312,9644.1156,223236.05999999997,106834.84959999996,0.22155447742662887
2026-02-22,345749.09,186846.09,29103.75,41489.8908,13829.963600000001,6914.9818000000005,158903.00000000003,67564.41380000004,0.19541458171299897
2026-02-23,757691.49,413817.5,0.0,90922.9788,30307.6596,15153.8298,343873.99,207489.5218,0.2738443344533274
2026-02-24,540381.11,294619.56,0.0,64845.733199999995,21615.2444,10807.6222,245761.55,148492.9502,0.2747930071056703
2026-02-25,664033.13,363107.33,0.0,79683.97559999999,26561.3252,13280.6626,300925.8,181399.83659999998,0.27317889485423713
2026-02-26,674802.14,365807.9,0.0,80976.2568,26992.085600000002,13496.042800000001,308994.24,187529.8548,0.2779034678224346
2026-02-27,975154.64,529589.38,0.0,117018.55679999999,39006.185600000004,19503.092800000002,445565.26,270037.4248,0.27691754079127384
2026-02-28,386962.23,211880.86,0.0,46435.467599999996,15478.4892,7739.2446,175081.37,105428.16859999999,0.27245079862187066
2026-03-01,378754.75,203882.09,0.0,45450.57,15150.19,7575.095,174872.66,106696.805,0.2817042030495987
2026-03-02,849125.72,451900.0,0.0,101895.0864,33965.0288,16982.5144,397225.72,244383.09039999993,0.28780554474312703
2026-03-03,820451.71,446805.52999999997,0.0,98454.2052,32818.0684,16409.0342,373646.18,225964.87219999998,0.27541520048754603
2026-03-04,707518.25,378317.04,0.0,84902.19,28300.73,14150.365,329201.21,201847.92500000002,0.2852900614224439
