order_item_id,order_id,product_id,quantity,unit_price
OI0020161,O015228,P0051,3,2226.25
OI0020162,O015229,P0090,1,1677.87
OI0020163,O015230,P0001,2,1174.35
OI0020164,O015231,P0047,1,2956.77
OI0020165,O015232,P0031,1,1867.85
OI0020166,O015233,P0095,1,1651.33
OI0020167,O015234,P0055,2,1484.51
OI0020168,O015235,P0024,1,3056.44
OI0020169,O015235,P0088,1,2546.51
OI0020170,O015236,P0049,1,3201.35
OI0020171,O015236,P0020,1,2367.71
OI0020172,O015237,P0072,2,2105.85
OI0020173,O015237,P0007,1,2475.35
OI0020174,O015238,P0095,3,1609.43
OI0020175,O015239,P0073,1,3593.39
OI0020176,O015239,P0028,1,3083.77
OI0020177,O015240,P0095,2,1653.71
OI0020178,O015240,P0053,2,5758.78
OI0020179,O015241,P0043,1,783.65
OI0020180,O015241,P0091,1,1202.56
OI0020181,O015242,P0053,1,5580.84
OI0020182,O015243,P0037,1,1723.66
OI0020183,O015243,P0054,1,1456.23
OI0020184,O015244,P0067,2,2456.54
OI0020185,O015245,P0037,1,1689.46
OI0020186,O015246,P0036,1,3865.63
OI0020187,O015247,P0079,2,4010.4
OI0020188,O015248,P0032,1,1869.65
OI0020189,O015249,P0084,2,1381.55
OI0020190,O015249,P0023,1,1478.54
OI0020191,O015249,P0063,1,3485.16
OI0020192,O015250,P0035,1,1225.16
OI0020193,O015251,P0062,1,1292.44
OI0020194,O015251,P0089,2,4693.63
OI0020195,O015252,P0022,1,658.09
OI0020196,O015253,P0025,1,622.26
OI0020197,O015254,P0030,1,4482.33
OI0020198,O015255,P0075,2,2543.92
OI0020199,O015256,P0073,1,3598.69
OI0020200,O015257,P0013,2,1817.65
OI0020201,O015258,P0033,1,1355.2
OI0020202,O015258,P0018,1,3668.57
OI0020203,O015259,P0024,1,2973.0
OI0020204,O015260,P0041,1,1563.82
OI0020205,O015261,P0047,1,2911.43
OI0020206,O015261,P0020,1,2473.46
OI0020207,O015261,P0045,1,4560.86
OI0020208,O015263,P0049,1,3156.92
OI0020209,O015264,P0001,1,1158.45
OI0020210,O015264,P0066,2,4959.84
OI0020211,O015264,P0021,2,2313.18
OI0020212,O015265,P0042,2,3879.58
OI0020213,O015267,P0020,2,2377.08
OI0020214,O015268,P0014,1,2869.12
OI0020215,O015268,P0070,1,3609.47
OI0020216,O015269,P0037,1,1694.24
OI0020217,O015269,P0061,1,3209.7
OI0020218,O015270,P0071,2,1274.7
OI0020219,O015270,P0077,2,1772.57
OI0020220,O015271,P0047,1,2929.65
OI0020221,O015271,P0030,1,4494.71
OI0020222,O015272,P0030,1,4575.36
OI0020223,O015273,P0057,1,2014.25
OI0020224,O015273,P0034,2,2715.61
OI0020225,O015273,P0039,1,3117.6
OI0020226,O015274,P0052,1,3141.28
OI0020227,O015275,P0038,1,2165.58
OI0020228,O015275,P0004,1,5612.88
OI0020229,O015276,P0067,2,2429.4
OI0020230,O015277,P0041,1,1541.7
OI0020231,O015278,P0083,3,4732.39
OI0020232,O015278,P0029,1,4158.35
OI0020233,O015280,P0077,2,1764.33
OI0020234,O015281,P0020,1,2467.72
OI0020235,O015281,P0073,2,3652.11
OI0020236,O015282,P0078,2,3397.33
OI0020237,O015283,P0053,1,5796.64
OI0020238,O015284,P0075,1,2641.05
OI0020239,O015285,P0089,1,4682.94
OI0020240,O015285,P0011,3,2764.37
OI0020241,O015286,P0045,2,4725.04
OI0020242,O015287,P0018,1,3699.29
OI0020243,O015288,P0027,1,2137.23
OI0020244,O015288,P0095,1,1657.32
OI0020245,O015290,P0003,1,2425.6
OI0020246,O015291,P0054,1,1456.8
OI0020247,O015292,P0031,1,1893.41
OI0020248,O015292,P0049,1,3131.59
OI0020249,O015293,P0040,2,3483.87
OI0020250,O015293,P0029,1,4277.53
OI0020251,O015294,P0079,1,3958.94
OI0020252,O015294,P0023,1,1502.45
OI0020253,O015295,P0084,1,1356.67
OI0020254,O015295,P0024,1,2905.51
OI0020255,O015296,P0029,1,4290.66
OI0020256,O015297,P0057,1,2026.27
OI0020257,O015298,P0007,1,2484.6
OI0020258,O015299,P0048,1,1937.56
OI0020259,O015300,P0088,2,2635.64
OI0020260,O015301,P0047,1,2930.23
OI0020261,O015301,P0081,1,2226.37
OI0020262,O015302,P0027,2,2138.22
OI0020263,O015304,P0061,1,3130.1
OI0020264,O015305,P0029,2,4317.39
OI0020265,O015305,P0024,1,2913.56
OI0020266,O015305,P0050,2,4606.42
OI0020267,O015306,P0086,1,1291.06
OI0020268,O015306,P0034,1,2764.47
OI0020269,O015306,P0057,2,2023.36
OI0020270,O015307,P0040,1,3495.45
OI0020271,O015308,P0020,1,2367.53
OI0020272,O015311,P0039,1,3026.07
OI0020273,O015312,P0050,2,4567.14
OI0020274,O015313,P0065,1,877.77
OI0020275,O015314,P0072,1,2095.35
OI0020276,O015314,P0059,2,3218.41
OI0020277,O015314,P0013,1,1759.32
OI0020278,O015315,P0086,1,1296.37
OI0020279,O015316,P0062,1,1289.32
OI0020280,O015318,P0056,1,551.45
OI0020281,O015319,P0006,1,4250.61
OI0020282,O015319,P0064,3,1072.42
OI0020283,O015320,P0025,1,611.37
OI0020284,O015321,P0094,1,3035.46
OI0020285,O015321,P0035,1,1254.89
OI0020286,O015322,P0035,1,1257.21
OI0020287,O015322,P0038,1,2084.66
OI0020288,O015323,P0042,1,3874.17
OI0020289,O015325,P0021,2,2320.07
OI0020290,O015326,P0017,2,3946.68
OI0020291,O015326,P0040,1,3542.17
OI0020292,O015327,P0031,1,1893.95
OI0020293,O015328,P0055,1,1491.91
OI0020294,O015329,P0018,1,3738.24
OI0020295,O015330,P0066,1,5021.26
OI0020296,O015331,P0040,2,3563.95
OI0020297,O015331,P0067,2,2412.89
OI0020298,O015332,P0074,1,4764.31
OI0020299,O015333,P0011,2,2810.19
OI0020300,O015334,P0013,1,1773.34
OI0020301,O015335,P0053,1,5728.58
OI0020302,O015336,P0074,2,4822.76
OI0020303,O015338,P0054,1,1491.94
OI0020304,O015339,P0093,1,2306.52
OI0020305,O015340,P0051,1,2125.85
OI0020306,O015341,P0033,1,1349.14
OI0020307,O015341,P0091,1,1180.95
OI0020308,O015341,P0005,1,3878.37
OI0020309,O015343,P0041,1,1548.13
OI0020310,O015344,P0051,1,2201.27
OI0020311,O015345,P0037,1,1714.85
OI0020312,O015347,P0083,1,4722.41
OI0020313,O015349,P0019,1,1821.18
OI0020314,O015350,P0025,1,614.92
OI0020315,O015350,P0089,3,4673.46
OI0020316,O015351,P0080,1,2213.0
OI0020317,O015352,P0019,2,1762.31
OI0020318,O015353,P0002,1,913.74
OI0020319,O015353,P0024,1,3018.18
OI0020320,O015354,P0035,1,1256.93
OI0020321,O015356,P0077,2,1751.14
OI0020322,O015356,P0010,1,1401.25
OI0020323,O015357,P0008,1,4775.16
OI0020324,O015357,P0068,2,2248.7
OI0020325,O015358,P0072,1,2162.63
OI0020326,O015358,P0086,1,1289.14
OI0020327,O015359,P0051,1,2216.25
OI0020328,O015360,P0073,2,3734.75
OI0020329,O015362,P0005,1,3703.46
OI0020330,O015362,P0078,1,3345.11
OI0020331,O015362,P0080,1,2238.62
OI0020332,O015363,P0033,2,1411.71
OI0020333,O015364,P0082,1,1577.86
OI0020334,O015365,P0033,1,1397.1
OI0020335,O015367,P0095,1,1657.57
OI0020336,O015368,P0017,1,4111.73
OI0020337,O015368,P0093,2,2333.78
OI0020338,O015369,P0069,1,3556.62
OI0020339,O015370,P0037,1,1714.18
OI0020340,O015371,P0015,1,3840.79
OI0020341,O015373,P0089,1,4737.74
OI0020342,O015374,P0037,2,1706.26
OI0020343,O015375,P0072,1,2090.24
OI0020344,O015376,P0009,1,3016.66
OI0020345,O015377,P0039,1,3119.01
OI0020346,O015378,P0095,1,1592.18
OI0020347,O015379,P0050,1,4553.2
OI0020348,O015380,P0005,1,3733.42
OI0020349,O015381,P0087,1,2233.36
OI0020350,O015382,P0039,1,3057.59
OI0020351,O015382,P0020,1,2482.69
OI0020352,O015383,P0028,1,3149.57
OI0020353,O015383,P0069,2,3443.83
OI0020354,O015383,P0056,1,576.33
OI0020355,O015385,P0081,3,2251.83
OI0020356,O015385,P0065,1,916.1
OI0020357,O015386,P0022,1,666.19
OI0020358,O015387,P0033,1,1392.83
OI0020359,O015388,P0008,1,4609.04
OI0020360,O015389,P0037,1,1722.76
OI0020361,O015389,P0080,2,2226.16
OI0020362,O015390,P0006,2,4256.27
OI0020363,O015390,P0019,1,1761.65
OI0020364,O015391,P0059,3,3251.18
OI0020365,O015391,P0028,1,3130.32
OI0020366,O015392,P0046,1,2366.05
OI0020367,O015392,P0005,3,3745.83
OI0020368,O015393,P0022,3,666.77
OI0020369,O015393,P0063,1,3533.51
OI0020370,O015393,P0077,2,1723.04
OI0020371,O015394,P0005,1,3815.05
OI0020372,O015394,P0082,1,1571.5
OI0020373,O015394,P0006,1,4416.01
OI0020374,O015395,P0017,1,3967.02
OI0020375,O015396,P0007,1,2492.33
OI0020376,O015396,P0089,1,4680.18
OI0020377,O015397,P0015,1,3875.9
OI0020378,O015398,P0047,1,2950.95
OI0020379,O015399,P0021,1,2413.09
OI0020380,O015400,P0069,1,3463.44
OI0020381,O015402,P0074,1,4957.26
OI0020382,O015403,P0023,2,1504.47
OI0020383,O015404,P0058,1,1454.17
OI0020384,O015405,P0051,1,2196.51
OI0020385,O015406,P0064,1,1033.41
OI0020386,O015406,P0070,1,3724.81
OI0020387,O015406,P0078,1,3371.22
OI0020388,O015408,P0066,1,4988.21
OI0020389,O015408,P0068,1,2201.86
OI0020390,O015409,P0067,1,2431.01
OI0020391,O015410,P0087,1,2320.6
OI0020392,O015410,P0067,2,2399.22
OI0020393,O015411,P0021,1,2372.81
OI0020394,O015412,P0094,1,2965.92
OI0020395,O015414,P0076,2,2508.56
OI0020396,O015414,P0092,1,2117.2
OI0020397,O015415,P0065,1,883.01
OI0020398,O015415,P0034,3,2846.11
OI0020399,O015415,P0056,1,572.94
OI0020400,O015416,P0016,1,1604.36
OI0020401,O015416,P0009,2,2994.32
OI0020402,O015417,P0094,1,2905.77
OI0020403,O015418,P0037,1,1727.63
OI0020404,O015419,P0039,1,3112.3
OI0020405,O015420,P0073,2,3717.02
OI0020406,O015420,P0042,1,3843.81
OI0020407,O015420,P0033,2,1347.09
OI0020408,O015421,P0009,1,3093.8
OI0020409,O015422,P0025,1,616.13
OI0020410,O015423,P0001,1,1178.03
OI0020411,O015423,P0072,1,2119.46
OI0020412,O015423,P0069,1,3519.95
OI0020413,O015425,P0090,1,1718.42
OI0020414,O015426,P0084,2,1350.15
OI0020415,O015427,P0031,2,1890.78
OI0020416,O015428,P0033,1,1361.67
OI0020417,O015429,P0091,2,1223.25
OI0020418,O015430,P0038,1,2075.88
OI0020419,O015431,P0024,1,3055.78
OI0020420,O015431,P0015,1,3829.56
OI0020421,O015432,P0067,1,2471.91
OI0020422,O015433,P0034,1,2720.39
OI0020423,O015433,P0030,1,4508.09
OI0020424,O015434,P0011,1,2740.3
OI0020425,O015435,P0030,1,4468.38
OI0020426,O015437,P0086,1,1342.92
OI0020427,O015440,P0029,1,4204.13
OI0020428,O015442,P0063,1,3392.9
OI0020429,O015443,P0085,1,1161.42
OI0020430,O015445,P0017,1,3978.74
OI0020431,O015446,P0092,2,2143.08
OI0020432,O015446,P0087,1,2254.95
OI0020433,O015447,P0014,1,2930.1
OI0020434,O015448,P0005,1,3695.3
OI0020435,O015449,P0017,1,3970.14
OI0020436,O015450,P0039,2,2985.57
OI0020437,O015451,P0031,1,1893.86
OI0020438,O015451,P0045,2,4683.1
OI0020439,O015452,P0068,1,2280.02
OI0020440,O015452,P0081,1,2266.32
OI0020441,O015452,P0011,1,2811.04
OI0020442,O015453,P0066,1,4990.09
OI0020443,O015454,P0087,2,2329.82
OI0020444,O015455,P0026,3,4258.49
OI0020445,O015455,P0033,1,1374.93
OI0020446,O015456,P0086,1,1307.26
OI0020447,O015456,P0089,2,4753.21
OI0020448,O015457,P0026,1,4248.43
OI0020449,O015457,P0041,2,1566.7
OI0020450,O015457,P0056,1,561.47
OI0020451,O015458,P0012,1,804.39
OI0020452,O015458,P0059,1,3249.39
OI0020453,O015458,P0062,1,1331.0
OI0020454,O015459,P0018,1,3729.75
OI0020455,O015460,P0074,1,4785.1
OI0020456,O015461,P0071,1,1271.24
OI0020457,O015462,P0057,1,2030.44
OI0020458,O015462,P0071,1,1258.5
OI0020459,O015463,P0009,1,3128.12
OI0020460,O015463,P0029,2,4310.94
OI0020461,O015464,P0093,1,2322.17
OI0020462,O015466,P0065,1,893.64
OI0020463,O015467,P0020,2,2442.87
OI0020464,O015467,P0085,1,1152.78
OI0020465,O015467,P0036,2,3964.57
OI0020466,O015468,P0018,1,3654.26
OI0020467,O015469,P0082,2,1573.43
OI0020468,O015470,P0018,1,3649.84
OI0020469,O015470,P0042,1,3827.45
OI0020470,O015471,P0029,1,4269.33
OI0020471,O015471,P0044,1,3425.94
OI0020472,O015471,P0026,1,4297.24
OI0020473,O015472,P0002,1,901.59
OI0020474,O015473,P0079,1,3999.53
OI0020475,O015474,P0010,1,1410.75
OI0020476,O015475,P0003,2,2418.5
OI0020477,O015475,P0076,1,2502.51
OI0020478,O015476,P0036,1,3933.89
OI0020479,O015477,P0012,2,826.31
OI0020480,O015477,P0096,2,1508.84
OI0020481,O015478,P0062,1,1303.23
OI0020482,O015479,P0036,2,4049.28
OI0020483,O015479,P0091,1,1193.28
OI0020484,O015479,P0092,1,2156.42
OI0020485,O015480,P0005,1,3856.64
OI0020486,O015481,P0038,1,2157.13
OI0020487,O015482,P0023,1,1498.45
OI0020488,O015483,P0047,1,2966.28
OI0020489,O015483,P0057,2,1975.03
OI0020490,O015483,P0031,1,1856.23
OI0020491,O015485,P0022,2,648.48
OI0020492,O015486,P0035,1,1230.47
OI0020493,O015490,P0085,1,1126.34
OI0020494,O015490,P0075,1,2559.81
OI0020495,O015490,P0026,2,4265.86
OI0020496,O015492,P0084,1,1361.07
OI0020497,O015493,P0088,2,2583.62
OI0020498,O015493,P0076,1,2551.55
OI0020499,O015493,P0026,1,4231.24
OI0020500,O015494,P0048,1,1905.52
OI0020501,O015495,P0063,1,3414.45
OI0020502,O015496,P0022,2,667.46
OI0020503,O015497,P0063,1,3432.35
OI0020504,O015497,P0085,1,1132.76
OI0020505,O015498,P0088,1,2651.68
OI0020506,O015499,P0035,1,1267.78
OI0020507,O015500,P0018,1,3741.24
OI0020508,O015501,P0038,1,2068.85
OI0020509,O015501,P0086,1,1312.13
OI0020510,O015502,P0058,1,1446.19
OI0020511,O015503,P0091,2,1191.65
OI0020512,O015504,P0070,1,3547.83
OI0020513,O015505,P0004,1,5495.95
OI0020514,O015505,P0047,2,2900.28
OI0020515,O015506,P0095,1,1650.85
OI0020516,O015507,P0068,1,2187.98
OI0020517,O015507,P0054,1,1516.41
OI0020518,O015508,P0018,1,3707.18
OI0020519,O015508,P0049,1,3216.96
OI0020520,O015508,P0040,2,3502.6
OI0020521,O015509,P0014,1,2838.43
OI0020522,O015509,P0025,1,614.41
OI0020523,O015509,P0044,1,3370.21
OI0020524,O015510,P0049,1,3177.82
OI0020525,O015511,P0064,1,1041.31
OI0020526,O015512,P0075,1,2608.87
OI0020527,O015512,P0072,1,2141.1
OI0020528,O015513,P0063,2,3433.24
OI0020529,O015513,P0041,1,1568.18
OI0020530,O015514,P0062,1,1320.21
OI0020531,O015515,P0010,2,1440.99
OI0020532,O015516,P0007,1,2481.8
OI0020533,O015516,P0089,2,4790.58
OI0020534,O015519,P0044,1,3312.53
OI0020535,O015520,P0092,2,2118.42
OI0020536,O015521,P0037,1,1736.33
OI0020537,O015522,P0080,1,2247.59
OI0020538,O015522,P0079,1,3872.68
OI0020539,O015523,P0023,1,1530.83
OI0020540,O015524,P0050,1,4438.42
OI0020541,O015525,P0042,2,3879.87
OI0020542,O015526,P0082,1,1560.49
OI0020543,O015527,P0036,3,3902.85
OI0020544,O015528,P0089,3,4674.62
OI0020545,O015528,P0045,2,4507.39
OI0020546,O015529,P0037,2,1675.04
OI0020547,O015530,P0029,1,4314.82
OI0020548,O015531,P0096,1,1482.54
OI0020549,O015531,P0085,1,1153.44
OI0020550,O015532,P0007,1,2480.75
OI0020551,O015532,P0053,1,5622.44
OI0020552,O015534,P0005,2,3712.62
OI0020553,O015535,P0017,2,4054.05
OI0020554,O015536,P0065,1,915.66
OI0020555,O015536,P0036,1,3871.56
OI0020556,O015537,P0081,1,2240.75
OI0020557,O015537,P0007,3,2496.86
OI0020558,O015538,P0076,1,2463.59
OI0020559,O015538,P0007,2,2415.72
OI0020560,O015539,P0067,1,2404.57
OI0020561,O015540,P0015,1,3858.69
OI0020562,O015540,P0075,2,2565.44
OI0020563,O015542,P0017,1,3976.4
OI0020564,O015542,P0062,1,1278.83
OI0020565,O015543,P0082,2,1581.88
OI0020566,O015544,P0016,1,1632.65
OI0020567,O015544,P0060,2,3198.96
OI0020568,O015544,P0036,1,3974.69
OI0020569,O015545,P0004,1,5598.08
OI0020570,O015545,P0065,1,899.12
OI0020571,O015546,P0065,1,892.87
OI0020572,O015546,P0050,1,4587.36
OI0020573,O015547,P0078,1,3358.76
OI0020574,O015547,P0048,1,1925.62
OI0020575,O015548,P0030,3,4505.57
OI0020576,O015549,P0028,1,3108.86
OI0020577,O015550,P0068,1,2213.3
OI0020578,O015550,P0047,1,3001.81
OI0020579,O015551,P0044,1,3366.81
OI0020580,O015552,P0013,1,1739.57
OI0020581,O015553,P0072,2,2150.08
OI0020582,O015553,P0008,2,4602.97
OI0020583,O015554,P0043,2,787.68
OI0020584,O015554,P0044,1,3397.1
OI0020585,O015555,P0093,1,2264.15
OI0020586,O015555,P0004,2,5647.33
OI0020587,O015555,P0088,1,2581.96
OI0020588,O015556,P0017,1,3970.7
OI0020589,O015556,P0023,1,1544.59
OI0020590,O015556,P0014,1,2855.67
OI0020591,O015557,P0088,1,2670.68
OI0020592,O015558,P0044,1,3371.29
OI0020593,O015558,P0079,2,3984.28
OI0020594,O015559,P0007,2,2507.82
OI0020595,O015559,P0016,3,1587.73
OI0020596,O015560,P0053,1,5720.28
OI0020597,O015561,P0069,1,3475.14
OI0020598,O015562,P0038,1,2147.89
OI0020599,O015563,P0035,2,1247.71
OI0020600,O015563,P0095,1,1648.55
OI0020601,O015565,P0096,3,1465.9
OI0020602,O015566,P0035,2,1259.0
OI0020603,O015567,P0063,1,3534.57
OI0020604,O015568,P0049,1,3114.05
OI0020605,O015568,P0008,1,4762.12
OI0020606,O015568,P0024,1,3000.53
OI0020607,O015569,P0032,2,1817.69
OI0020608,O015569,P0044,1,3391.37
OI0020609,O015569,P0089,3,4713.56
OI0020610,O015570,P0054,1,1464.1
OI0020611,O015571,P0008,2,4589.66
OI0020612,O015572,P0072,1,2187.54
OI0020613,O015572,P0086,1,1316.17
OI0020614,O015572,P0065,1,888.53
OI0020615,O015573,P0020,1,2412.11
OI0020616,O015574,P0005,1,3786.6
OI0020617,O015576,P0013,3,1802.35
OI0020618,O015577,P0022,1,666.81
OI0020619,O015577,P0054,1,1472.22
OI0020620,O015578,P0054,1,1472.71
OI0020621,O015579,P0034,1,2745.67
OI0020622,O015580,P0085,1,1136.36
OI0020623,O015581,P0092,1,2103.13
OI0020624,O015581,P0023,1,1527.51
OI0020625,O015581,P0008,1,4688.11
OI0020626,O015583,P0091,1,1217.47
OI0020627,O015584,P0025,1,612.65
OI0020628,O015586,P0031,1,1887.49
OI0020629,O015587,P0088,1,2558.57
OI0020630,O015588,P0060,1,3278.41
OI0020631,O015588,P0053,1,5680.66
OI0020632,O015589,P0028,1,3135.02
OI0020633,O015589,P0025,1,610.17
OI0020634,O015590,P0001,1,1167.39
OI0020635,O015591,P0024,1,3033.39
OI0020636,O015593,P0040,1,3470.28
OI0020637,O015594,P0040,2,3555.38
OI0020638,O015594,P0037,1,1730.54
OI0020639,O015595,P0039,1,2989.43
OI0020640,O015595,P0001,2,1138.27
OI0020641,O015596,P0044,1,3389.46
OI0020642,O015596,P0005,1,3818.98
OI0020643,O015598,P0054,1,1496.49
OI0020644,O015598,P0068,1,2206.53
OI0020645,O015599,P0064,2,1074.28
OI0020646,O015599,P0012,1,817.0
OI0020647,O015599,P0002,1,898.74
OI0020648,O015600,P0065,3,882.51
OI0020649,O015600,P0052,1,3055.76
OI0020650,O015600,P0096,1,1453.84
OI0020651,O015601,P0008,1,4644.99
OI0020652,O015601,P0066,3,5043.79
OI0020653,O015602,P0028,1,3045.03
OI0020654,O015602,P0092,1,2159.82
OI0020655,O015602,P0076,1,2538.93
OI0020656,O015604,P0046,1,2469.47
OI0020657,O015605,P0006,2,4377.26
OI0020658,O015606,P0052,1,3129.5
OI0020659,O015607,P0063,1,3525.98
OI0020660,O015607,P0022,1,645.73
OI0020661,O015608,P0027,1,2135.6
OI0020662,O015609,P0008,1,4685.03
OI0020663,O015609,P0041,1,1508.84
OI0020664,O015610,P0065,1,912.42
OI0020665,O015611,P0087,1,2292.94
OI0020666,O015612,P0064,1,1075.3
OI0020667,O015613,P0023,2,1509.35
OI0020668,O015614,P0082,1,1560.75
OI0020669,O015615,P0021,2,2395.18
OI0020670,O015615,P0004,1,5432.07
OI0020671,O015615,P0052,2,3162.9
OI0020672,O015616,P0028,1,3151.75
OI0020673,O015616,P0065,2,905.75
OI0020674,O015617,P0093,1,2333.64
OI0020675,O015617,P0056,1,572.99
OI0020676,O015618,P0077,2,1747.86
OI0020677,O015619,P0091,2,1226.41
OI0020678,O015619,P0016,1,1643.1
OI0020679,O015619,P0053,1,5708.25
OI0020680,O015620,P0056,1,565.92
OI0020681,O015620,P0076,2,2533.99
OI0020682,O015620,P0045,1,4666.22
OI0020683,O015621,P0010,1,1441.79
OI0020684,O015621,P0013,1,1743.67
OI0020685,O015622,P0011,1,2716.21
OI0020686,O015623,P0069,1,3475.94
OI0020687,O015624,P0051,1,2223.21
OI0020688,O015625,P0054,1,1503.53
OI0020689,O015627,P0030,1,4605.7
OI0020690,O015628,P0030,1,4595.22
OI0020691,O015628,P0083,2,4807.24
OI0020692,O015629,P0074,1,4806.58
OI0020693,O015629,P0057,1,1989.14
OI0020694,O015630,P0087,2,2306.32
OI0020695,O015631,P0021,2,2421.87
OI0020696,O015631,P0002,1,885.08
OI0020697,O015631,P0028,1,3178.53
OI0020698,O015632,P0052,2,3073.32
OI0020699,O015633,P0019,1,1758.29
OI0020700,O015634,P0096,1,1463.83
OI0020701,O015634,P0084,1,1373.21
OI0020702,O015635,P0022,1,654.55
OI0020703,O015635,P0016,1,1585.78
OI0020704,O015636,P0063,1,3455.54
OI0020705,O015637,P0027,2,2199.47
OI0020706,O015637,P0063,1,3499.02
OI0020707,O015638,P0040,1,3493.75
OI0020708,O015638,P0024,1,3014.94
OI0020709,O015639,P0025,1,616.52
OI0020710,O015640,P0056,1,574.22
OI0020711,O015641,P0084,1,1347.76
OI0020712,O015641,P0046,2,2386.97
OI0020713,O015642,P0032,2,1853.91
OI0020714,O015643,P0019,1,1772.21
OI0020715,O015644,P0069,1,3408.52
OI0020716,O015646,P0083,1,4805.72
OI0020717,O015647,P0055,1,1534.13
OI0020718,O015648,P0077,1,1694.28
OI0020719,O015648,P0062,1,1300.38
OI0020720,O015648,P0057,1,2070.11
OI0020721,O015649,P0016,1,1588.21
OI0020722,O015649,P0068,1,2168.27
OI0020723,O015649,P0064,1,1043.53
OI0020724,O015650,P0093,1,2303.86
OI0020725,O015651,P0060,1,3235.83
OI0020726,O015651,P0038,1,2100.25
OI0020727,O015652,P0026,2,4143.69
OI0020728,O015654,P0058,1,1476.75
OI0020729,O015655,P0089,1,4903.99
OI0020730,O015656,P0035,1,1230.4
OI0020731,O015656,P0050,2,4603.14
OI0020732,O015657,P0008,2,4766.14
OI0020733,O015658,P0057,1,2043.65
OI0020734,O015659,P0028,1,3052.06
OI0020735,O015659,P0010,1,1424.58
OI0020736,O015660,P0075,1,2554.5
OI0020737,O015661,P0051,1,2133.74
OI0020738,O015661,P0085,1,1153.29
OI0020739,O015662,P0020,3,2380.08
OI0020740,O015663,P0001,1,1176.22
OI0020741,O015664,P0036,1,3911.86
OI0020742,O015664,P0071,1,1268.95
OI0020743,O015665,P0028,1,3122.79
OI0020744,O015667,P0020,1,2395.04
OI0020745,O015668,P0052,1,3143.86
OI0020746,O015669,P0064,2,1062.6
OI0020747,O015669,P0026,1,4197.03
OI0020748,O015671,P0065,1,903.64
OI0020749,O015671,P0096,1,1495.7
OI0020750,O015672,P0060,1,3274.71
OI0020751,O015672,P0069,1,3568.64
OI0020752,O015672,P0093,1,2334.21
OI0020753,O015673,P0029,2,4151.82
OI0020754,O015673,P0034,1,2845.24
OI0020755,O015674,P0024,1,3024.55
OI0020756,O015674,P0042,2,3845.19
OI0020757,O015675,P0029,2,4297.0
OI0020758,O015676,P0051,1,2163.56
OI0020759,O015676,P0036,3,4035.29
OI0020760,O015677,P0094,1,2933.31
OI0020761,O015678,P0092,1,2059.99
OI0020762,O015679,P0055,1,1496.04
OI0020763,O015680,P0085,1,1134.33
OI0020764,O015680,P0030,1,4531.91
OI0020765,O015680,P0046,1,2439.55
OI0020766,O015681,P0096,1,1514.75
OI0020767,O015681,P0047,2,3006.83
OI0020768,O015681,P0080,2,2261.21
OI0020769,O015682,P0091,1,1233.28
OI0020770,O015682,P0076,1,2532.86
OI0020771,O015683,P0024,1,2983.55
OI0020772,O015684,P0086,1,1329.37
OI0020773,O015684,P0010,1,1439.15
OI0020774,O015686,P0069,1,3530.56
OI0020775,O015687,P0014,1,2818.54
OI0020776,O015687,P0031,1,1885.48
OI0020777,O015689,P0041,2,1572.39
OI0020778,O015690,P0077,1,1691.13
OI0020779,O015691,P0011,1,2719.81
OI0020780,O015691,P0035,1,1218.16
OI0020781,O015692,P0086,2,1308.09
OI0020782,O015693,P0059,2,3213.37
OI0020783,O015694,P0065,1,913.68
OI0020784,O015694,P0020,1,2386.02
OI0020785,O015695,P0040,1,3409.07
OI0020786,O015696,P0028,1,3126.7
OI0020787,O015697,P0023,1,1490.26
OI0020788,O015698,P0032,1,1845.76
OI0020789,O015698,P0043,1,808.65
OI0020790,O015698,P0095,1,1583.22
OI0020791,O015699,P0089,1,4679.07
OI0020792,O015700,P0021,1,2364.53
OI0020793,O015701,P0091,3,1198.14
OI0020794,O015702,P0013,1,1779.59
OI0020795,O015703,P0057,2,1992.55
OI0020796,O015704,P0062,2,1335.28
OI0020797,O015705,P0094,1,2929.44
OI0020798,O015705,P0063,1,3484.17
OI0020799,O015705,P0071,1,1296.06
OI0020800,O015706,P0047,1,2997.85
OI0020801,O015706,P0091,3,1229.58
OI0020802,O015706,P0013,2,1796.14
OI0020803,O015708,P0006,2,4443.81
OI0020804,O015708,P0059,1,3237.16
OI0020805,O015709,P0056,1,557.11
OI0020806,O015709,P0079,1,4021.28
OI0020807,O015709,P0047,1,3009.86
OI0020808,O015710,P0041,1,1511.48
OI0020809,O015711,P0087,2,2300.71
OI0020810,O015711,P0082,1,1622.38
OI0020811,O015711,P0072,1,2124.72
OI0020812,O015712,P0054,1,1470.67
OI0020813,O015712,P0015,1,3731.77
OI0020814,O015712,P0092,1,2058.39
OI0020815,O015713,P0012,1,827.75
OI0020816,O015714,P0084,1,1323.78
OI0020817,O015715,P0090,1,1668.41
OI0020818,O015715,P0071,1,1298.08
OI0020819,O015716,P0053,1,5536.65
OI0020820,O015717,P0048,1,1874.95
OI0020821,O015718,P0077,2,1697.28
OI0020822,O015718,P0010,1,1426.35
OI0020823,O015719,P0032,1,1891.64
OI0020824,O015720,P0062,1,1328.29
OI0020825,O015721,P0072,1,2083.89
OI0020826,O015721,P0028,1,3154.76
OI0020827,O015722,P0033,1,1406.75
