order_id,customer_id,order_date,order_status,payment_method,discount_amount,shipping_cost
O003958,C06457,2025-07-23,Completed,UPI,85.16,138.98
O003959,C09675,2026-08-26,In Transit,Credit Card,6.18,101.69
O003960,C08900,2026-03-13,Completed,Credit Card,31.4,146.78
O003961,C06924,2026-07-16,Completed,COD,103.54,142.04
O003963,C03230,2026-01-13,In Transit,Credit Card,61.24,83.18
O003966,C09238,2026-07-22,Returned,Debit Card,101.75,112.51
O003967,C02159,2025-08-12,Completed,Debit Card,46.21,66.27
O003968,C03808,2026-07-05,Completed,Credit Card,72.84,122.69
O003969,C04330,2026-08-21,Completed,UPI,5.17,53.84
O003970,C04113,2025-12-29,Returned,Credit Card,4.13,70.37
O003971,C00043,2025-01-19,In Transit,UPI,129.58,117.9
O003972,C02748,2026-06-04,Returned,Credit Card,138.22,110.72
O003973,C04993,2026-08-18,In Transit,UPI,24.77,90.52
O003974,C07622,2026-02-20,Completed,Debit Card,103.49,109.52
O003975,C05714,2025-08-09,Returned,UPI,143.47,119.34
O003976,C03881,2026-04-28,Returned,Credit Card,62.03,131.12
O003978,C06684,2025-06-18,Completed,Credit Card,117.49,65.94
O003979,C02512,2025-03-04,Completed,UPI,59.97,141.91
O003980,C01050,2025-05-05,Completed,UPI,110.97,146.71
O003981,C08069,2026-05-29,Completed,UPI,62.91,57.03
O003982,C05304,2025-06-08,Completed,Debit Card,51.27,120.13
O003983,C01797,2025-10-02,Completed,UPI,2.55,93.88
O003984,C02656,2026-07-02,Completed,Credit Card,55.12,41.74
O003985,C07687,2025-11-19,Completed,COD,23.91,144.69
O003986,C06562,2025-03-23,Completed,COD,74.91,90.93
O003987,C09469,2025-03-28,Completed,Debit Card,71.83,102.51
O003988,C04667,2025-08-24,Completed,Debit Card,48.47,125.7
O003990,C07023,2025-08-13,Completed,UPI,13.62,44.58
O003991,C02584,2025-07-26,Completed,Debit Card,38.22,98.43
O003992,C03277,2025-08-19,Completed,UPI,102.92,142.13
O003993,C02009,2026-01-29,In Transit,Debit Card,101.82,61.49
O003994,C03132,2025-10-01,Completed,COD,87.79,50.01
O003995,C08326,2026-01-05,Completed,Credit Card,79.97,56.99
O003997,C01102,2025-09-02,Completed,UPI,22.74,46.72
O003998,C05880,2026-06-26,Completed,Debit Card,110.94,45.27
O003999,C06358,2026-02-05,Completed,Credit Card,46.09,91.53
O004000,C08878,2026-05-29,Cancelled,Credit Card,104.35,149.85
O004001,C08636,2025-08-11,Completed,UPI,49.73,51.85
O004002,C00648,2025-06-15,Completed,Credit Card,128.64,54.15
O004004,C00534,2025-06-11,In Transit,UPI,48.89,88.01
O004005,C01546,2026-05-31,Completed,Debit Card,53.1,101.11
O004006,C01126,2026-08-29,Completed,COD,79.03,80.8
O004007,C01857,2026-05-01,Completed,COD,48.92,114.75
O004008,C08070,2025-03-03,Completed,Credit Card,0.76,115.09
O004009,C06882,2026-07-07,Completed,Credit Card,43.36,121.79
O004010,C06890,2025-11-25,Completed,UPI,15.52,116.41
O004011,C09239,2025-05-17,Completed,COD,54.8,95.94
O004012,C03945,2026-08-17,Completed,Debit Card,20.25,149.96
O004013,C00030,2026-03-24,Completed,UPI,18.34,135.86
O004014,C06421,2026-01-31,Completed,UPI,19.41,42.98
O004015,C08720,2026-05-12,Completed,Credit Card,19.48,56.88
O004017,C03665,2026-01-21,Completed,Debit Card,70.19,53.71
O004018,C08256,2025-06-28,In Transit,UPI,31.72,64.44
O004019,C08528,2026-05-28,Completed,Credit Card,89.74,76.64
O004020,C01451,2025-07-20,Completed,Debit Card,14.78,49.71
O004021,C06335,2026-06-26,Completed,UPI,66.62,97.33
O004022,C01759,2026-01-07,Completed,Credit Card,88.45,106.27
O004023,C04477,2026-05-19,Completed,Credit Card,167.05,90.24
O004024,C08820,2026-08-12,In Transit,Credit Card,115.97,90.44
O004025,C07933,2026-01-09,Completed,UPI,16.17,131.73
O004026,C05723,2025-02-25,Completed,UPI,88.41,96.84
O004027,C08120,2026-02-23,Completed,UPI,24.25,125.48
O004028,C01534,2025-01-03,Completed,UPI,152.35,114.37
O004029,C01992,2025-08-17,Returned,Credit Card,10.37,82.05
O004031,C07791,2025-08-07,In Transit,Credit Card,84.33,124.17
O004032,C08941,2025-06-19,Completed,UPI,73.17,51.1
O004033,C05647,2025-08-18,Completed,UPI,13.18,43.22
O004034,C09595,2026-06-05,Completed,UPI,5.28,137.43
O004035,C07311,2025-03-08,Completed,Credit Card,27.07,97.3
O004036,C05654,2025-08-02,Completed,Credit Card,171.58,95.25
O004038,C08531,2026-03-28,Completed,Credit Card,92.91,74.14
O004039,C00924,2026-07-21,Completed,COD,31.81,56.56
O004040,C01700,2025-01-09,Completed,Credit Card,142.48,113.8
O004041,C02702,2026-04-20,Completed,Credit Card,20.36,88.55
O004042,C08981,2025-04-01,Completed,UPI,156.1,84.2
O004044,C03596,2025-09-23,Completed,Credit Card,104.33,46.45
O004045,C09258,2026-08-21,Completed,Credit Card,143.47,135.56
O004046,C05485,2025-01-15,Completed,COD,88.11,122.09
O004047,C04752,2026-08-25,Completed,Credit Card,34.12,112.66
O004048,C08360,2025-07-30,Completed,UPI,66.83,89.0
O004050,C04556,2026-02-06,Completed,UPI,86.55,134.39
O004054,C00748,2025-05-30,Completed,Credit Card,128.06,82.28
O004055,C07402,2026-08-24,Completed,Debit Card,38.22,42.27
O004056,C06241,2026-03-01,In Transit,Debit Card,108.77,63.73
O004057,C04588,2026-08-04,Completed,COD,132.49,124.19
O004058,C07124,2026-04-17,Completed,UPI,99.18,42.44
O004059,C09938,2026-08-26,Completed,Credit Card,81.41,93.97
O004060,C02493,2026-08-23,Completed,Credit Card,18.57,82.23
O004061,C05589,2025-10-06,Completed,Debit Card,74.38,149.68
O004062,C08460,2026-07-24,Completed,UPI,123.29,53.53
O004063,C00176,2026-01-29,Completed,Debit Card,151.87,115.21
O004064,C02076,2026-04-20,Returned,UPI,54.87,149.35
O004065,C05215,2026-02-26,Cancelled,Credit Card,12.97,131.1
O004066,C05543,2026-05-22,Completed,UPI,3.68,92.48
O004067,C00881,2026-04-21,Completed,COD,11.5,139.68
O004068,C04099,2026-06-22,Completed,Debit Card,94.67,105.71
O004069,C05204,2025-12-26,Completed,UPI,93.49,64.47
O004070,C04248,2026-05-26,In Transit,UPI,65.82,97.83
O004071,C07026,2026-02-02,Completed,Debit Card,42.26,130.9
O004072,C07738,2025-07-30,Completed,Credit Card,5.61,44.08
O004073,C04615,2026-04-25,Returned,Credit Card,103.3,77.8
O004074,C04275,2026-01-09,In Transit,Credit Card,102.39,47.88
O004075,C07077,2026-05-20,Completed,UPI,51.67,51.19
O004076,C05571,2025-09-21,Completed,Credit Card,30.35,48.04
O004077,C08737,2026-05-26,Completed,UPI,92.43,139.21
O004078,C04826,2025-08-01,Completed,UPI,142.9,106.17
O004079,C05764,2025-06-16,Completed,UPI,41.12,122.84
O004080,C01298,2026-06-26,Completed,UPI,71.88,141.01
O004081,C08389,2026-07-20,Completed,COD,161.81,66.58
O004082,C04243,2026-08-13,Completed,COD,82.23,93.99
O004083,C07221,2026-07-31,Completed,UPI,23.88,133.17
O004084,C04311,2025-07-30,Completed,Credit Card,101.72,55.07
O004085,C00009,2025-05-21,Completed,Credit Card,38.95,106.55
O004086,C04028,2025-10-28,Completed,UPI,14.61,98.46
O004088,C04012,2025-07-21,Completed,Credit Card,25.61,119.57
O004089,C03248,2026-06-12,Completed,Credit Card,171.0,118.02
O004090,C02069,2026-04-29,Completed,COD,72.67,63.4
O004091,C01245,2025-07-03,Completed,Debit Card,88.14,67.43
O004092,C07316,2025-08-15,Completed,Credit Card,127.29,90.89
O004093,C07570,2026-03-19,Completed,COD,100.8,119.11
O004095,C04959,2026-07-20,In Transit,Debit Card,54.99,62.47
O004096,C04657,2026-04-10,Completed,Credit Card,63.5,137.33
O004098,C02817,2026-08-29,In Transit,UPI,122.92,96.84
O004099,C01902,2026-01-13,Completed,Debit Card,65.64,47.86
O004100,C08762,2026-08-20,Completed,UPI,4.86,50.32
O004101,C08366,2025-09-26,Completed,UPI,124.76,49.3
O004102,C04192,2026-08-12,Completed,UPI,129.84,84.11
O004103,C07243,2026-06-22,Completed,Debit Card,128.07,82.17
O004104,C04989,2026-06-02,Returned,Credit Card,96.66,129.8
O004105,C00870,2026-05-24,Completed,UPI,67.24,119.58
O004106,C08259,2025-12-25,Completed,COD,166.93,62.55
O004108,C07092,2026-02-11,Completed,Credit Card,10.81,98.36
O004109,C05278,2026-06-24,Completed,Credit Card,67.02,65.13
O004110,C06926,2026-05-23,Completed,Debit Card,13.57,43.67
O004111,C04729,2025-05-15,Completed,COD,92.4,98.65
O004112,C07047,2025-08-30,In Transit,Debit Card,113.74,102.61
O004113,C00341,2026-04-30,In Transit,UPI,72.54,142.87
O004115,C08995,2026-05-19,Completed,Credit Card,72.25,113.24
O004116,C07516,2026-06-18,Completed,UPI,52.65,122.31
O004117,C08314,2025-10-28,Completed,UPI,73.67,138.51
O004118,C04579,2026-02-15,Completed,UPI,69.15,53.55
O004119,C04607,2025-08-25,Completed,Credit Card,95.15,118.25
O004120,C05349,2026-02-13,Completed,COD,65.97,67.94
O004121,C02465,2026-05-06,Completed,Credit Card,49.16,104.49
O004122,C07365,2025-06-25,Completed,Credit Card,11.21,118.24
O004123,C08325,2025-12-11,In Transit,COD,54.65,89.04
O004124,C09098,2026-03-17,Completed,Credit Card,72.25,52.12
O004125,C05176,2026-07-31,Completed,Credit Card,102.73,84.26
O004127,C08342,2026-07-07,Completed,Debit Card,81.98,102.79
O004129,C08713,2025-09-06,Completed,UPI,35.35,137.49
O004130,C06587,2026-08-03,Returned,UPI,55.63,62.43
O004132,C00913,2025-09-25,In Transit,UPI,86.23,125.14
O004133,C06808,2026-07-07,Completed,Debit Card,43.02,73.86
O004134,C00910,2026-02-10,Completed,UPI,82.42,68.88
O004135,C07512,2026-02-22,Completed,Credit Card,11.24,127.99
O004136,C06306,2026-01-05,Completed,UPI,42.86,76.41
O004137,C00167,2025-07-02,Completed,Debit Card,112.33,71.23
O004138,C06009,2025-04-15,In Transit,Debit Card,56.33,128.14
O004139,C01474,2026-06-29,Completed,UPI,70.9,107.66
O004140,C01429,2026-08-26,In Transit,UPI,146.9,115.13
O004141,C01513,2026-05-06,Completed,Credit Card,29.95,110.82
O004142,C04854,2025-03-03,In Transit,Credit Card,44.6,55.44
O004143,C01165,2026-06-09,Completed,Credit Card,112.09,129.58
O004144,C01263,2025-03-06,In Transit,COD,113.21,113.26
O004145,C02596,2026-08-12,Completed,UPI,118.22,77.77
O004146,C00006,2026-04-11,Completed,UPI,112.63,62.43
O004148,C06201,2025-02-19,Completed,Debit Card,117.01,84.15
O004149,C06033,2025-12-15,In Transit,Credit Card,50.72,140.87
O004150,C09702,2025-07-17,Completed,UPI,110.33,120.52
O004151,C01206,2025-12-15,Completed,Debit Card,54.19,124.99
O004152,C08695,2025-05-20,Completed,UPI,52.7,87.01
O004153,C03939,2026-03-20,Completed,UPI,149.25,93.05
O004154,C03899,2026-08-19,Returned,Debit Card,35.08,132.73
O004155,C03531,2025-08-17,Completed,Debit Card,70.17,50.13
O004156,C01253,2026-04-19,Completed,Credit Card,147.85,92.97
O004158,C07909,2026-01-29,Completed,UPI,13.4,130.6
O004159,C08784,2026-07-12,In Transit,UPI,34.9,53.81
O004160,C09639,2025-09-02,In Transit,COD,108.79,111.57
O004161,C07885,2025-07-20,Cancelled,UPI,84.76,47.29
O004162,C06249,2026-01-05,Completed,Debit Card,159.95,41.22
O004163,C04977,2025-03-13,Completed,Credit Card,66.82,64.65
O004165,C07429,2026-02-06,Completed,UPI,50.31,93.33
O004166,C01629,2025-07-04,Completed,COD,92.17,43.14
O004167,C06844,2026-04-15,In Transit,Debit Card,46.99,45.94
O004168,C04321,2026-01-17,Completed,Credit Card,14.55,118.52
O004169,C05971,2026-05-22,Completed,UPI,40.1,116.89
O004170,C09014,2026-07-23,Cancelled,COD,43.03,131.0
O004171,C06554,2025-06-02,Cancelled,UPI,79.3,95.81
O004172,C09407,2026-04-22,In Transit,UPI,50.71,96.57
O004173,C08706,2025-08-24,In Transit,COD,53.69,143.24
O004174,C01298,2025-09-14,Completed,Debit Card,99.08,67.52
O004176,C03875,2026-07-18,Completed,Debit Card,96.39,77.87
O004177,C08692,2026-01-01,Completed,UPI,6.95,63.35
O004179,C06935,2025-10-20,Completed,UPI,40.69,92.78
O004180,C04776,2026-07-29,Completed,UPI,109.32,100.28
O004181,C07483,2026-08-18,In Transit,UPI,10.16,146.43
O004182,C01671,2025-03-03,Completed,Credit Card,1.62,142.12
O004183,C02417,2025-10-20,Completed,Credit Card,38.58,89.62
O004185,C05498,2026-08-29,Completed,Credit Card,29.45,130.81
O004186,C02939,2026-08-23,Completed,Credit Card,58.04,86.55
O004187,C08148,2026-05-23,Completed,Debit Card,73.05,121.01
O004188,C03511,2025-04-03,Completed,UPI,27.76,94.25
O004189,C06635,2025-02-12,Completed,Debit Card,77.34,61.43
O004190,C09501,2026-05-07,Completed,Debit Card,13.28,115.22
O004191,C06086,2026-07-21,Completed,UPI,86.53,121.11
O004192,C02449,2025-07-16,Completed,Debit Card,138.76,84.25
O004193,C08338,2026-06-18,Completed,UPI,135.73,52.47
O004194,C00128,2026-08-10,Completed,Credit Card,31.04,111.21
O004195,C02599,2026-03-11,Completed,Debit Card,135.71,128.07
O004196,C03904,2026-07-19,Completed,Credit Card,70.64,102.34
O004197,C02004,2025-04-24,In Transit,COD,4.41,110.88
O004198,C06058,2025-10-26,Completed,UPI,69.81,73.26
O004199,C05597,2026-08-05,Completed,UPI,77.22,98.94
O004200,C04090,2026-08-05,In Transit,Credit Card,17.42,114.81
O004201,C02990,2026-01-30,Cancelled,UPI,44.79,61.66
O004202,C04347,2025-02-15,Completed,UPI,61.13,119.81
O004203,C02955,2026-04-20,Completed,Debit Card,109.19,86.5
O004204,C02257,2025-10-14,Completed,Debit Card,27.76,133.86
O004205,C03556,2026-05-12,In Transit,COD,140.31,75.17
O004206,C06041,2025-04-03,Completed,Credit Card,37.83,128.87
O004207,C06511,2026-06-12,Completed,Debit Card,106.69,69.69
O004209,C09490,2026-07-30,Completed,UPI,120.36,43.47
O004210,C02655,2025-12-29,Completed,UPI,2.85,120.05
O004211,C07147,2025-06-14,Completed,UPI,37.89,112.64
O004212,C00829,2025-07-01,Completed,UPI,10.28,107.78
O004213,C06673,2025-05-21,Completed,UPI,48.47,92.24
O004214,C04611,2025-06-22,Completed,Debit Card,44.64,124.66
O004215,C05710,2026-01-22,Completed,UPI,50.73,130.8
O004217,C04344,2026-05-28,Completed,UPI,176.35,109.41
O004219,C07695,2026-08-27,Completed,UPI,38.22,122.14
O004220,C02405,2025-06-27,Completed,UPI,178.16,63.55
O004221,C03567,2026-03-24,In Transit,COD,72.1,54.54
O004222,C00039,2026-05-06,Completed,COD,8.3,69.78
O004223,C00921,2026-03-29,Completed,UPI,93.22,85.46
O004224,C01274,2025-03-19,Completed,Credit Card,78.26,122.95
O004226,C07603,2026-07-06,Completed,UPI,44.95,102.83
O004227,C05108,2025-08-29,Completed,COD,55.32,108.53
O004228,C07970,2026-04-23,Completed,UPI,49.45,102.21
O004229,C07570,2025-08-22,Completed,COD,135.67,112.54
O004230,C05883,2025-05-30,Completed,Debit Card,109.36,66.58
O004231,C05004,2026-07-22,Completed,Debit Card,136.99,105.28
O004232,C09332,2026-03-24,Completed,Credit Card,32.64,83.84
O004233,C05713,2026-08-14,In Transit,UPI,50.7,109.16
O004234,C04844,2026-08-13,Completed,Debit Card,127.71,119.21
O004235,C08729,2025-08-16,Completed,Credit Card,84.23,72.4
O004236,C00729,2025-01-03,Returned,UPI,24.51,124.33
O004237,C06589,2026-05-01,Completed,Credit Card,65.55,108.1
O004238,C01140,2026-06-09,Completed,UPI,30.19,105.53
O004239,C08230,2025-06-16,Completed,UPI,44.26,44.91
O004240,C07971,2026-08-05,Cancelled,Credit Card,21.68,56.46
O004241,C05038,2026-07-23,Completed,UPI,17.75,101.88
O004242,C06637,2026-03-23,Completed,Debit Card,73.19,69.22
O004243,C07754,2026-06-18,Completed,Credit Card,51.97,66.57
O004244,C04848,2026-04-23,In Transit,COD,7.46,92.87
O004245,C09089,2026-07-22,Completed,UPI,151.9,105.66
O004246,C04378,2026-08-27,Completed,UPI,48.99,140.66
O004247,C08950,2026-03-03,Completed,Debit Card,105.25,80.9
O004248,C05841,2026-02-01,Completed,UPI,71.71,51.97
O004249,C04281,2025-01-31,Completed,Debit Card,93.47,84.82
O004251,C03005,2025-09-30,Completed,UPI,22.76,124.26
O004252,C08719,2026-08-09,Completed,Debit Card,135.66,66.18
O004253,C04301,2026-06-02,Completed,UPI,136.25,97.52
O004254,C04233,2025-01-01,Completed,Credit Card,45.69,84.25
O004255,C04908,2026-07-31,In Transit,UPI,100.99,64.38
O004258,C03788,2025-05-19,Completed,Credit Card,80.7,58.77
O004259,C09119,2025-10-03,Completed,UPI,18.93,85.35
O004260,C05657,2025-02-20,Completed,UPI,83.03,91.56
O004262,C06889,2026-04-09,Completed,Debit Card,69.94,86.22
O004263,C02171,2026-08-29,Completed,Credit Card,44.25,142.2
O004265,C00893,2026-02-04,Completed,UPI,115.83,90.54
O004266,C04499,2026-06-04,Completed,COD,10.62,95.89
O004267,C02418,2026-06-27,Completed,UPI,40.75,72.01
O004268,C05392,2026-03-28,Completed,UPI,82.55,139.85
O004269,C03048,2026-08-06,Completed,Credit Card,70.91,146.6
O004271,C09388,2025-08-02,Completed,Debit Card,49.82,111.95
O004272,C07118,2025-10-13,Completed,UPI,75.43,66.63
O004274,C06015,2025-10-27,Completed,Debit Card,83.37,69.41
O004275,C08915,2026-05-06,In Transit,Credit Card,72.69,55.82
O004276,C02739,2025-06-21,In Transit,UPI,97.74,76.2
O004277,C01190,2026-04-02,Completed,Debit Card,55.31,91.7
O004278,C01313,2026-07-03,Completed,COD,46.77,130.06
O004279,C04955,2026-07-23,Completed,Credit Card,34.77,91.08
O004280,C07349,2026-05-14,Completed,UPI,51.62,131.09
O004281,C06602,2026-06-16,Completed,Debit Card,7.95,48.18
O004282,C04549,2026-05-06,Completed,Debit Card,174.86,136.82
O004283,C07323,2025-12-01,Completed,Credit Card,92.3,55.59
O004284,C06360,2026-08-18,Completed,UPI,38.99,51.56
O004285,C06304,2025-07-06,Completed,Debit Card,35.41,146.59
O004286,C02068,2025-03-25,Completed,Credit Card,9.22,143.4
O004287,C03166,2026-07-28,Completed,UPI,30.62,43.26
O004288,C03483,2025-05-21,Completed,Debit Card,143.38,112.03
O004289,C08113,2026-07-04,Completed,Credit Card,49.08,51.48
O004290,C07781,2026-02-02,Completed,Credit Card,76.49,138.91
O004291,C02563,2026-08-20,Completed,Credit Card,81.64,42.95
O004294,C04122,2026-02-09,Returned,Debit Card,17.51,146.72
O004296,C01179,2025-12-16,Completed,Credit Card,12.07,144.2
O004297,C00132,2025-10-19,Completed,UPI,13.11,126.08
O004298,C04295,2025-02-26,In Transit,UPI,115.85,104.07
O004300,C06991,2025-09-23,In Transit,UPI,145.52,62.98
O004301,C09777,2025-10-29,Completed,Debit Card,154.35,49.18
O004302,C02117,2026-08-26,In Transit,Debit Card,101.9,101.86
O004303,C02460,2026-08-05,Cancelled,UPI,43.29,123.84
O004304,C03406,2025-12-30,Completed,Credit Card,87.01,41.21
O004305,C04679,2026-03-02,Completed,UPI,60.64,55.85
O004307,C03563,2026-05-10,In Transit,COD,6.85,72.84
O004308,C01052,2026-07-08,Completed,UPI,14.58,131.0
O004309,C07334,2025-09-14,In Transit,UPI,6.11,82.71
O004310,C07990,2025-05-06,Completed,UPI,4.89,128.3
O004311,C02509,2026-05-22,In Transit,UPI,19.42,118.23
O004312,C01374,2025-12-10,Completed,Credit Card,69.76,97.79
O004313,C05282,2025-12-13,Completed,Credit Card,173.7,133.88
O004314,C02133,2025-10-19,Completed,UPI,42.62,78.57
O004315,C03769,2025-10-07,Completed,COD,31.41,127.94
O004318,C08093,2026-02-09,Completed,Debit Card,56.76,42.34
O004319,C06767,2026-07-17,In Transit,Credit Card,53.36,77.87
O004320,C02243,2025-06-10,Completed,UPI,55.55,78.21
O004321,C05266,2026-05-09,In Transit,UPI,19.86,100.35
O004322,C06154,2025-03-21,Completed,UPI,146.28,87.94
O004323,C02041,2026-06-02,Completed,Credit Card,125.8,146.45
O004324,C01458,2025-02-17,Completed,UPI,85.11,87.21
O004325,C05320,2026-08-15,Completed,COD,38.37,57.1
O004326,C06963,2026-07-30,Completed,Debit Card,0.11,84.93
O004328,C00717,2026-07-07,Completed,Debit Card,70.33,85.53
O004329,C09272,2026-08-28,Returned,COD,95.3,72.32
O004330,C06977,2025-10-29,In Transit,UPI,179.25,65.58
O004331,C06229,2026-08-28,Completed,UPI,99.33,59.47
O004333,C04012,2025-09-24,Completed,Credit Card,65.11,144.73
O004335,C01329,2026-04-07,Cancelled,UPI,115.44,145.51
O004336,C07424,2026-05-02,Returned,UPI,92.16,102.18
O004337,C04229,2025-03-13,Completed,UPI,101.18,135.25
O004338,C08837,2026-03-20,In Transit,COD,34.18,148.92
O004339,C07204,2025-08-10,Completed,Credit Card,45.32,119.89
O004340,C05642,2025-11-15,Completed,COD,22.91,147.0
O004341,C09396,2025-10-18,Returned,Debit Card,22.39,104.05
O004342,C09153,2026-08-28,In Transit,Credit Card,72.81,138.01
O004343,C00548,2025-02-01,In Transit,Credit Card,15.1,81.74
O004344,C01970,2025-03-15,Completed,Credit Card,8.75,125.31
O004345,C06783,2026-08-23,Completed,Debit Card,125.49,45.6
O004346,C09236,2026-07-02,Completed,COD,68.0,91.06
O004347,C04316,2025-06-23,Completed,UPI,68.92,85.99
O004348,C00396,2025-08-13,Completed,Credit Card,63.47,42.44
O004351,C05544,2026-06-21,Completed,COD,0.5,139.13
O004352,C03878,2025-08-11,Returned,Credit Card,43.78,136.65
O004353,C05597,2025-07-28,Completed,UPI,67.02,50.94
O004354,C09343,2026-02-21,Completed,UPI,60.57,137.69
O004355,C04874,2025-07-26,In Transit,Credit Card,44.77,117.81
O004356,C00360,2026-02-09,Completed,Debit Card,70.9,77.0
O004357,C05823,2025-06-06,Completed,UPI,117.76,98.64
O004358,C03295,2026-02-18,Completed,Credit Card,62.38,78.85
O004359,C07813,2025-08-20,Completed,UPI,49.39,136.11
O004360,C04713,2026-04-07,Completed,UPI,170.22,69.69
O004363,C03648,2025-10-01,Completed,UPI,73.47,70.77
O004364,C09896,2026-08-05,Completed,UPI,36.48,88.23
O004365,C01509,2025-12-16,In Transit,Debit Card,10.58,126.06
O004366,C06463,2026-08-01,Completed,COD,87.37,80.98
O004368,C02174,2026-07-26,Completed,Credit Card,42.86,41.27
O004369,C06358,2025-12-08,Completed,UPI,115.57,51.68
O004370,C00484,2026-08-08,Completed,UPI,11.95,90.61
O004372,C02954,2026-07-09,Completed,Debit Card,55.51,88.72
O004373,C05776,2025-10-06,Completed,Credit Card,38.52,123.13
O004374,C00167,2025-04-27,Completed,UPI,143.19,140.99
O004375,C04838,2026-02-04,In Transit,UPI,10.22,58.76
O004376,C06279,2026-04-14,Completed,UPI,136.35,74.34
O004377,C04052,2026-05-31,Cancelled,Debit Card,82.61,125.38
O004379,C06123,2025-03-11,Completed,Credit Card,25.39,115.61
O004381,C05063,2025-07-25,Completed,UPI,102.56,49.89
O004382,C06956,2025-07-25,Completed,Credit Card,123.97,56.12
O004383,C02126,2026-08-26,Completed,UPI,102.07,125.19
O004384,C06800,2025-10-26,Completed,UPI,99.81,123.16
O004386,C03952,2026-01-28,Completed,Credit Card,131.08,94.57
O004387,C00696,2026-02-16,Completed,COD,30.65,97.2
O004388,C08222,2026-02-14,Completed,COD,66.41,126.09
O004389,C05400,2026-07-18,Completed,COD,63.92,88.75
O004390,C09719,2025-09-15,Completed,UPI,99.71,50.99
O004391,C09439,2025-07-31,Completed,Debit Card,2.64,101.38
O004392,C09987,2025-10-01,Returned,UPI,91.92,112.26
O004393,C01034,2025-03-27,In Transit,UPI,38.63,74.03
O004394,C06082,2025-02-27,Completed,UPI,42.91,95.74
O004395,C04100,2026-08-12,Completed,Credit Card,119.38,57.15
O004396,C05333,2026-08-17,Completed,UPI,50.03,96.97
O004397,C03131,2025-01-08,Completed,Debit Card,13.25,60.9
O004398,C00503,2026-03-28,Completed,Credit Card,116.61,126.96
O004399,C07104,2025-10-05,Completed,UPI,66.71,149.44
O004400,C09669,2026-07-25,Completed,COD,66.97,84.69
O004401,C05331,2026-02-24,Completed,UPI,17.85,42.68
O004402,C03329,2025-09-10,In Transit,Credit Card,145.56,120.69
O004403,C09404,2026-02-11,Completed,Credit Card,48.07,77.09
O004404,C03673,2026-07-14,Completed,COD,61.3,121.34
O004405,C09172,2025-06-12,Completed,UPI,33.47,100.71
O004406,C08593,2026-06-20,Completed,UPI,121.85,101.09
O004407,C05293,2025-03-16,Completed,UPI,48.73,130.43
O004408,C06790,2025-08-11,Completed,COD,170.52,41.09
O004409,C07022,2026-07-29,In Transit,UPI,162.0,83.19
O004410,C06435,2025-01-22,Completed,Debit Card,91.27,127.63
O004411,C01619,2025-05-08,Completed,Credit Card,47.58,120.56
O004412,C06952,2025-10-18,Completed,Debit Card,27.73,144.77
O004414,C07128,2026-08-06,In Transit,UPI,12.82,114.47
O004415,C05566,2026-06-30,Completed,UPI,81.77,70.22
O004417,C08075,2026-07-21,In Transit,UPI,55.77,62.33
O004419,C04873,2026-06-05,Completed,UPI,59.09,73.11
O004420,C00289,2026-02-21,Completed,Debit Card,29.85,145.12
O004421,C04038,2025-08-05,Completed,UPI,57.59,100.93
O004422,C01692,2026-04-07,Completed,UPI,88.51,126.25
O004424,C02556,2026-07-20,Completed,Debit Card,109.37,110.44
O004425,C00482,2025-07-22,Completed,Credit Card,68.74,59.78
O004426,C04619,2026-06-05,Completed,Credit Card,152.68,82.22
O004427,C05231,2026-01-31,Completed,COD,64.28,43.94
O004428,C05731,2026-07-21,Completed,Credit Card,77.47,53.74
O004430,C08731,2025-12-03,Completed,UPI,140.32,129.4
O004431,C00389,2026-08-29,In Transit,Debit Card,36.25,71.03
O004432,C06151,2026-08-17,Completed,Debit Card,46.02,146.35
O004433,C08703,2026-05-21,Completed,UPI,0.53,96.84
O004434,C00426,2026-07-10,Completed,Debit Card,125.88,149.58
O004436,C05902,2026-01-01,Completed,Credit Card,57.07,93.54
O004437,C01953,2026-07-17,Completed,UPI,63.19,69.51
O004439,C07888,2025-12-02,Completed,Credit Card,17.73,125.61
O004440,C05693,2026-07-06,Completed,UPI,3.21,73.33
O004441,C03196,2025-03-11,Completed,Debit Card,127.73,82.53
O004442,C07666,2026-04-03,Completed,UPI,82.32,138.43
O004443,C07488,2025-11-01,Completed,Debit Card,90.82,123.63
O004444,C03497,2026-08-20,Completed,Debit Card,15.14,67.64
O004445,C04901,2025-03-03,Completed,COD,24.27,148.91
O004446,C06671,2026-03-07,Completed,Debit Card,58.68,41.18
O004447,C03473,2026-05-30,Completed,Credit Card,138.35,43.9
O004448,C06314,2026-07-08,Completed,UPI,21.48,117.3
O004449,C02541,2026-05-05,Completed,Credit Card,69.2,66.12
O004450,C02962,2025-12-15,Completed,UPI,13.41,124.93
O004451,C03149,2026-04-27,Completed,Credit Card,33.33,68.87
O004452,C09381,2026-07-11,Cancelled,Debit Card,103.14,69.65
O004453,C08368,2025-09-03,In Transit,Credit Card,58.03,73.66
O004454,C05669,2026-06-27,In Transit,Debit Card,134.35,125.94
O004455,C05656,2026-01-01,Completed,UPI,84.16,115.84
O004456,C00585,2026-07-16,Completed,Credit Card,33.3,82.85
O004457,C06525,2026-01-08,Completed,UPI,33.3,59.8
O004458,C03319,2025-10-14,Completed,Credit Card,17.96,81.81
