customer_id,signup_date,age,gender,city,acquisition_channel,customer_segment
C02398,2024-09-12,46,Female,Jaipur,Referral,Regular
C02399,2026-03-11,26,Male,Chennai,Direct,Regular
C02400,2025-07-04,26,Male,Chennai,Organic Search,Regular
C02401,2026-02-04,59,Male,Pune,Google,Premium
C02402,2025-10-09,39,Male,Pune,Referral,VIP
C02403,2024-07-18,64,Other,Delhi,Instagram,Budget
C02404,2025-07-01,33,Female,Delhi,Organic Search,Regular
C02405,2023-11-28,42,Male,Pune,Google,VIP
C02406,2024-01-21,49,Female,Chennai,Instagram,Regular
C02407,2024-01-04,51,Male,Bangalore,Direct,Budget
C02408,2024-07-27,33,Female,Jaipur,Instagram,VIP
C02409,2024-03-15,58,Male,Bangalore,Google,Budget
C02410,2025-09-26,20,Other,Delhi,YouTube,VIP
C02411,2025-03-09,64,Female,Pune,Referral,Regular
C02412,2024-11-28,51,Male,Lucknow,Referral,Regular
C02413,2024-01-26,39,Female,Kolkata,Organic Search,Regular
C02414,2024-10-21,64,Male,Delhi,YouTube,Premium
C02415,2024-03-18,28,Female,Chennai,Organic Search,Budget
C02416,2025-07-24,32,Female,Pune,Direct,Regular
C02417,2025-09-26,42,Female,Lucknow,Instagram,VIP
C02418,2025-08-04,35,Female,Ahmedabad,Google,Budget
C02419,2026-08-27,33,Other,Kolkata,Google,Premium
C02420,2025-04-27,38,Male,Bangalore,Instagram,VIP
C02421,2025-02-14,35,Male,Hyderabad,Google,Budget
C02422,2024-01-28,52,Female,Bangalore,Referral,Budget
C02423,2024-08-06,30,Male,Delhi,Organic Search,Regular
C02424,2025-01-03,61,Male,Mumbai,YouTube,Budget
C02425,2023-10-25,24,Male,Ahmedabad,Referral,Regular
C02426,2024-09-24,21,Female,Chennai,Instagram,Regular
C02427,2023-09-07,54,Male,Kolkata,Instagram,Regular
C02428,2024-01-24,25,Male,Delhi,Referral,Regular
C02429,2026-02-06,27,Female,Delhi,Referral,Regular
C02430,2026-07-19,19,Female,Delhi,Instagram,Regular
C02431,2025-03-03,37,Male,Bangalore,Direct,Premium
C02432,2025-02-20,52,Female,Hyderabad,Google,Budget
C02433,2025-09-16,49,Other,Delhi,Direct,Budget
C02434,2024-11-25,59,Female,Lucknow,Google,Regular
C02435,2026-03-05,40,Male,Mumbai,Direct,Premium
C02436,2025-02-13,52,Female,Jaipur,Instagram,Budget
C02437,2023-11-26,36,Female,Chennai,Organic Search,Regular
C02438,2023-09-30,53,Female,Bangalore,Organic Search,Premium
C02439,2025-12-09,28,Female,Lucknow,Direct,Budget
C02440,2024-07-13,45,Male,Kolkata,Google,Regular
C02441,2024-06-24,34,Female,Lucknow,YouTube,VIP
C02442,2025-04-08,53,Male,Lucknow,Google,Premium
C02443,2024-02-28,38,Female,Lucknow,Google,Budget
C02444,2025-01-10,21,Male,Lucknow,Direct,Regular
C02445,2025-11-18,22,Male,Ahmedabad,Organic Search,Regular
C02446,2025-12-14,58,Female,Ahmedabad,Direct,Regular
C02447,2025-04-21,36,Female,Bangalore,Direct,Regular
C02448,2023-12-30,36,Male,Lucknow,Referral,Premium
C02449,2023-12-31,20,Other,Hyderabad,Google,Premium
C02450,2025-12-24,32,Male,Chennai,Direct,Regular
C02451,2026-02-15,49,Female,Kolkata,Organic Search,Budget
C02452,2024-10-03,20,Male,Delhi,Organic Search,Regular
C02453,2026-02-14,50,Female,Bangalore,YouTube,Budget
C02454,2023-10-12,36,Male,Pune,Instagram,Regular
C02455,2025-10-24,47,Male,Hyderabad,Instagram,VIP
C02456,2025-04-17,59,Female,Ahmedabad,Direct,Regular
C02457,2026-08-16,61,Female,Pune,Google,Budget
C02458,2023-12-18,35,Female,Mumbai,Direct,Budget
C02459,2026-02-22,27,Male,Mumbai,Direct,Budget
C02460,2025-11-28,41,Male,Kolkata,Instagram,Premium
C02461,2024-07-19,39,Male,Delhi,Google,Budget
C02462,2026-08-27,55,Male,Mumbai,Google,Premium
C02463,2025-01-01,36,Other,Delhi,Google,Regular
C02464,2024-09-13,53,Female,Kolkata,Instagram,Premium
C02465,2026-02-08,61,Male,Ahmedabad,Referral,Premium
C02466,2024-12-21,53,Male,Bangalore,Referral,Regular
C02467,2026-08-21,57,Female,Kolkata,Organic Search,Budget
C02468,2025-12-25,63,Male,Bangalore,Direct,Regular
C02469,2024-05-13,22,Female,Hyderabad,Google,Premium
C02470,2026-02-01,23,Male,Pune,Google,Regular
C02471,2025-06-02,28,Female,Lucknow,Direct,Regular
C02472,2024-09-15,27,Female,Bangalore,YouTube,Regular
C02473,2025-10-14,30,Female,Jaipur,Referral,Premium
C02474,2025-07-21,54,Male,Chennai,Instagram,Regular
C02475,2024-02-25,38,Female,Chennai,Organic Search,Regular
C02476,2024-01-27,31,Female,Pune,Direct,Premium
C02477,2024-04-10,59,Female,Pune,Google,Regular
C02478,2024-04-10,43,Female,Ahmedabad,Google,Premium
C02479,2023-11-01,23,Female,Mumbai,Instagram,Budget
C02480,2024-09-15,49,Male,Jaipur,Google,Premium
C02481,2024-07-01,24,Female,Hyderabad,Organic Search,Regular
C02482,2025-04-09,36,Female,Chennai,Direct,Budget
C02483,2024-08-16,62,Female,Hyderabad,Google,Regular
C02484,2025-10-07,61,Male,Lucknow,Google,Regular
C02485,2024-07-10,34,Male,Lucknow,Organic Search,Premium
C02486,2024-06-16,29,Female,Lucknow,Referral,Regular
C02487,2026-03-25,28,Other,Jaipur,Instagram,Premium
C02488,2026-08-12,26,Female,Kolkata,Referral,Regular
C02489,2025-09-10,25,Male,Lucknow,Google,Regular
C02490,2023-12-10,61,Male,Hyderabad,Referral,Budget
C02491,2026-07-18,23,Female,Chennai,Google,Regular
C02492,2026-01-05,64,Female,Chennai,Referral,Premium
C02493,2026-05-30,63,Male,Pune,Organic Search,Budget
C02494,2026-08-19,45,Male,Chennai,Instagram,Budget
C02495,2026-04-04,40,Male,Mumbai,YouTube,Regular
C02496,2024-01-14,57,Female,Bangalore,Instagram,Regular
C02497,2026-04-03,43,Female,Ahmedabad,Google,Regular
C02498,2024-05-27,25,Female,Kolkata,YouTube,Premium
C02499,2025-10-15,18,Male,Bangalore,Instagram,Regular
C02500,2026-02-21,28,Female,Bangalore,Instagram,Regular
C02501,2025-12-09,26,Male,Bangalore,Referral,Budget
C02502,2025-09-07,55,Male,Chennai,Google,Regular
C02503,2025-02-14,55,Female,Jaipur,Direct,Premium
C02504,2025-05-21,24,Female,Chennai,Instagram,Regular
C02505,2024-06-17,25,Male,Bangalore,Organic Search,Regular
C02506,2024-11-23,47,Female,Kolkata,Instagram,Regular
C02507,2025-01-04,54,Female,Kolkata,Instagram,Budget
C02508,2025-07-22,61,Female,Kolkata,Instagram,Regular
C02509,2026-04-18,52,Female,Bangalore,Organic Search,Budget
C02510,2023-12-08,63,Other,Pune,Referral,Budget
C02511,2025-03-15,56,Female,Delhi,YouTube,Premium
C02512,2024-06-27,39,Female,Delhi,Referral,Premium
C02513,2026-06-19,40,Male,Jaipur,Organic Search,Regular
C02514,2024-10-05,18,Male,Hyderabad,Referral,Budget
C02515,2026-07-04,31,Male,Lucknow,Direct,VIP
C02516,2024-08-20,63,Male,Ahmedabad,YouTube,Regular
C02517,2023-08-30,59,Male,Jaipur,Organic Search,Regular
C02518,2025-12-23,32,Male,Mumbai,Organic Search,Premium
C02519,2025-11-08,48,Male,Chennai,Instagram,Premium
C02520,2025-11-06,20,Female,Pune,Organic Search,Budget
C02521,2025-01-11,46,Female,Mumbai,Instagram,Regular
C02522,2025-08-24,25,Male,Delhi,Direct,Regular
C02523,2024-09-23,27,Male,Pune,Organic Search,Premium
C02524,2023-11-05,18,Male,Jaipur,Instagram,Premium
C02525,2025-04-04,18,Male,Hyderabad,Google,Regular
C02526,2024-04-22,25,Male,Kolkata,Instagram,VIP
C02527,2024-12-10,64,Male,Lucknow,Organic Search,Regular
C02528,2024-04-16,64,Male,Bangalore,Google,Premium
C02529,2024-06-17,50,Female,Mumbai,Google,VIP
C02530,2026-02-20,33,Male,Lucknow,YouTube,Budget
C02531,2024-09-01,37,Male,Bangalore,YouTube,Budget
C02532,2025-05-22,61,Male,Mumbai,Google,Budget
C02533,2025-05-09,18,Female,Hyderabad,Referral,Regular
C02534,2025-02-09,48,Male,Bangalore,Referral,Regular
C02535,2024-09-07,62,Female,Pune,Referral,Budget
C02536,2025-09-14,43,Female,Hyderabad,YouTube,Premium
C02537,2023-10-20,56,Male,Delhi,Organic Search,Budget
C02538,2023-12-15,32,Female,Chennai,YouTube,Premium
C02539,2026-01-03,58,Male,Lucknow,Google,Budget
C02540,2025-01-12,58,Female,Ahmedabad,Organic Search,Regular
C02541,2024-01-11,52,Female,Chennai,Google,Premium
C02542,2026-03-24,50,Female,Hyderabad,Organic Search,Budget
C02543,2024-12-23,57,Male,Hyderabad,Organic Search,Regular
C02544,2023-08-28,37,Female,Delhi,Direct,Regular
C02545,2026-07-13,32,Male,Hyderabad,Direct,Budget
C02546,2024-04-05,39,Female,Delhi,Direct,Regular
C02547,2025-09-20,41,Female,Kolkata,Google,Budget
C02548,2024-01-19,46,Female,Lucknow,Referral,Budget
C02549,2025-08-09,54,Male,Hyderabad,Google,Budget
C02550,2024-02-18,61,Female,Mumbai,Google,Budget
C02551,2026-06-15,42,Male,Lucknow,Direct,Regular
C02552,2024-06-23,30,Female,Pune,Direct,Budget
C02553,2025-08-14,20,Male,Jaipur,YouTube,Premium
C02554,2024-05-28,62,Other,Pune,Referral,Budget
C02555,2024-10-08,53,Male,Chennai,Referral,Budget
C02556,2026-05-14,52,Female,Lucknow,Referral,VIP
C02557,2024-02-25,46,Male,Delhi,Organic Search,Budget
C02558,2024-11-04,58,Female,Bangalore,Google,Regular
C02559,2024-07-27,38,Male,Hyderabad,Organic Search,Regular
C02560,2025-10-02,39,Female,Pune,Instagram,Regular
C02561,2024-05-10,56,Female,Kolkata,Referral,Premium
C02562,2025-08-15,46,Female,Bangalore,Google,Budget
C02563,2025-10-07,54,Female,Hyderabad,Organic Search,Regular
C02564,2023-08-29,48,Male,Mumbai,Google,Regular
C02565,2025-01-31,60,Female,Mumbai,Instagram,Budget
C02566,2024-01-20,23,Female,Delhi,Google,Budget
C02567,2024-05-01,59,Female,Delhi,Referral,Premium
C02568,2025-09-11,43,Male,Kolkata,Organic Search,Regular
C02569,2023-09-07,18,Male,Jaipur,YouTube,VIP
C02570,2025-09-28,23,Female,Kolkata,Instagram,Premium
C02571,2026-02-08,62,Male,Kolkata,Referral,Budget
C02572,2026-08-15,37,Male,Chennai,Google,Regular
C02573,2024-12-02,48,Male,Hyderabad,Instagram,Regular
C02574,2024-01-19,18,Female,Chennai,Organic Search,Regular
C02575,2023-11-13,34,Male,Kolkata,Instagram,Premium
C02576,2024-10-20,46,Female,Hyderabad,Google,Regular
C02577,2025-11-05,47,Male,Kolkata,Organic Search,Regular
C02578,2023-12-18,64,Male,Hyderabad,Referral,Regular
C02579,2024-08-05,62,Male,Mumbai,Organic Search,Premium
C02580,2026-04-19,28,Female,Mumbai,Organic Search,Regular
C02581,2024-01-25,33,Male,Jaipur,Direct,Premium
C02582,2025-12-22,30,Female,Jaipur,Google,Budget
C02583,2025-11-30,20,Male,Bangalore,Direct,Budget
C02584,2024-01-20,54,Female,Bangalore,Instagram,VIP
C02585,2026-08-20,47,Male,Kolkata,Referral,Regular
C02586,2024-01-31,53,Female,Lucknow,Instagram,Budget
C02587,2025-03-31,40,Male,Mumbai,Google,Regular
C02588,2023-09-06,35,Male,Kolkata,Instagram,Regular
C02589,2025-08-09,29,Female,Lucknow,Google,VIP
C02590,2024-12-22,57,Male,Ahmedabad,Instagram,Regular
C02591,2025-10-27,27,Male,Delhi,Organic Search,Regular
C02592,2025-07-16,63,Female,Delhi,Organic Search,Regular
C02593,2024-02-09,46,Female,Lucknow,YouTube,Premium
C02594,2024-11-21,61,Female,Lucknow,Organic Search,Premium
C02595,2025-09-18,43,Male,Hyderabad,Organic Search,Regular
C02596,2026-03-27,31,Male,Jaipur,Organic Search,VIP
C02597,2023-12-01,51,Male,Kolkata,Instagram,Regular
C02598,2023-12-16,57,Male,Delhi,Direct,Budget
C02599,2025-11-29,47,Male,Jaipur,Instagram,Premium
C02600,2025-06-04,26,Male,Lucknow,Google,Regular
C02601,2024-10-21,29,Female,Hyderabad,Google,Regular
C02602,2026-07-18,48,Male,Kolkata,Direct,Budget
C02603,2024-08-06,61,Male,Kolkata,Instagram,Regular
C02604,2024-01-28,32,Male,Hyderabad,Direct,Regular
C02605,2024-06-26,51,Male,Bangalore,Instagram,Regular
C02606,2023-11-28,28,Male,Mumbai,Referral,Budget
C02607,2025-04-25,46,Female,Lucknow,Organic Search,Premium
C02608,2025-06-15,37,Female,Delhi,Direct,Budget
C02609,2025-06-23,44,Female,Lucknow,Google,Budget
C02610,2025-12-28,56,Male,Chennai,Organic Search,Premium
C02611,2025-09-22,36,Female,Delhi,Direct,Premium
C02612,2026-03-14,30,Male,Bangalore,Referral,Regular
C02613,2025-08-18,18,Male,Chennai,Instagram,Budget
C02614,2024-07-23,56,Male,Hyderabad,Instagram,Regular
C02615,2025-03-17,18,Female,Jaipur,YouTube,Premium
C02616,2025-03-08,64,Female,Jaipur,YouTube,Budget
C02617,2025-11-24,60,Female,Bangalore,Referral,Regular
C02618,2024-07-16,52,Male,Mumbai,YouTube,Premium
C02619,2023-10-26,59,Male,Bangalore,Direct,Regular
C02620,2026-05-08,22,Male,Chennai,Direct,Regular
C02621,2026-07-09,30,Female,Hyderabad,Organic Search,Premium
C02622,2025-02-20,54,Female,Mumbai,Organic Search,Regular
C02623,2023-12-29,47,Female,Mumbai,Instagram,VIP
C02624,2025-02-25,24,Female,Mumbai,Direct,Budget
C02625,2025-06-08,59,Female,Hyderabad,Organic Search,Regular
C02626,2025-03-29,57,Male,Ahmedabad,Direct,Regular
C02627,2026-08-03,46,Female,Ahmedabad,Instagram,Budget
C02628,2026-08-13,40,Female,Hyderabad,Google,Regular
C02629,2026-06-16,57,Male,Hyderabad,Referral,Budget
C02630,2024-01-19,55,Female,Kolkata,Instagram,Premium
C02631,2026-03-28,64,Male,Kolkata,Google,Premium
C02632,2025-05-11,40,Male,Delhi,YouTube,VIP
C02633,2024-10-01,27,Female,Lucknow,Direct,Regular
C02634,2025-09-14,63,Male,Jaipur,Instagram,Regular
C02635,2025-12-10,34,Female,Jaipur,Direct,Budget
C02636,2026-07-09,37,Male,Pune,Google,VIP
C02637,2025-12-19,48,Male,Lucknow,Direct,Premium
C02638,2023-09-15,41,Female,Pune,Google,Regular
C02639,2023-11-10,18,Male,Mumbai,Organic Search,Budget
C02640,2024-06-10,21,Female,Delhi,Organic Search,Premium
C02641,2023-10-10,33,Male,Chennai,YouTube,Budget
C02642,2023-11-02,40,Female,Mumbai,Direct,Regular
C02643,2026-01-09,51,Female,Lucknow,Organic Search,Budget
C02644,2025-03-05,21,Male,Jaipur,Instagram,Budget
C02645,2025-07-16,21,Male,Lucknow,Google,Regular
C02646,2025-02-27,32,Male,Jaipur,YouTube,Regular
C02647,2024-11-25,30,Male,Hyderabad,Referral,Premium
C02648,2025-10-05,28,Male,Lucknow,Referral,Budget
C02649,2023-11-26,59,Female,Bangalore,Direct,Premium
C02650,2025-04-07,64,Male,Chennai,Organic Search,Premium
C02651,2025-07-03,35,Other,Chennai,Direct,Budget
C02652,2024-06-27,51,Female,Pune,Google,Budget
C02653,2024-08-01,21,Male,Lucknow,YouTube,Regular
C02654,2025-03-10,64,Male,Ahmedabad,YouTube,Premium
C02655,2024-04-06,49,Male,Kolkata,YouTube,Regular
C02656,2026-01-29,22,Female,Lucknow,Organic Search,Premium
C02657,2025-04-06,43,Male,Mumbai,Google,Premium
C02658,2024-10-29,37,Female,Ahmedabad,Instagram,Regular
C02659,2025-07-23,57,Female,Delhi,Organic Search,Budget
C02660,2026-02-27,63,Female,Delhi,Organic Search,Regular
C02661,2025-09-12,27,Female,Delhi,Instagram,Budget
C02662,2023-11-08,44,Male,Hyderabad,Direct,Premium
C02663,2025-10-01,61,Female,Ahmedabad,Google,Premium
C02664,2025-11-05,19,Female,Jaipur,Referral,Budget
C02665,2026-03-12,61,Male,Jaipur,Direct,Regular
C02666,2023-10-30,26,Female,Kolkata,Instagram,Regular
C02667,2023-11-30,25,Male,Kolkata,Google,Budget
C02668,2024-12-16,24,Male,Kolkata,Instagram,Budget
C02669,2025-01-05,51,Male,Kolkata,Instagram,Premium
C02670,2025-06-25,56,Female,Pune,Google,Regular
C02671,2024-07-31,56,Female,Mumbai,Organic Search,Regular
C02672,2025-11-17,58,Male,Delhi,Referral,Premium
C02673,2025-11-16,30,Female,Pune,Organic Search,Budget
C02674,2024-01-05,26,Male,Jaipur,Instagram,Premium
C02675,2025-10-11,19,Male,Ahmedabad,Organic Search,Regular
C02676,2025-10-04,46,Male,Pune,Instagram,Premium
C02677,2024-02-23,49,Male,Pune,Google,Regular
C02678,2026-07-07,41,Female,Chennai,Direct,Regular
C02679,2025-03-23,61,Female,Kolkata,Instagram,Regular
C02680,2026-01-02,56,Female,Bangalore,Referral,Premium
C02681,2025-10-25,34,Other,Jaipur,Google,Budget
C02682,2024-02-26,57,Male,Kolkata,Direct,Premium
C02683,2024-01-14,63,Female,Mumbai,Google,Budget
C02684,2025-12-31,39,Female,Chennai,Instagram,Budget
C02685,2024-06-17,35,Female,Bangalore,Direct,Premium
C02686,2026-04-25,50,Other,Pune,Instagram,VIP
C02687,2025-12-20,52,Female,Hyderabad,Instagram,Regular
C02688,2023-09-29,26,Female,Pune,Referral,Regular
C02689,2026-01-28,41,Male,Bangalore,Instagram,Regular
C02690,2024-06-21,63,Female,Pune,Google,Budget
C02691,2023-11-06,52,Female,Bangalore,Google,Regular
C02692,2025-10-16,34,Female,Chennai,Instagram,Budget
C02693,2025-05-21,31,Female,Bangalore,Organic Search,Regular
C02694,2023-11-20,18,Male,Lucknow,Instagram,Budget
C02695,2025-01-07,64,Female,Kolkata,Direct,Budget
C02696,2024-09-25,27,Male,Lucknow,Organic Search,Premium
C02697,2025-02-25,28,Male,Mumbai,Direct,Regular
C02698,2025-05-10,52,Male,Chennai,Referral,Budget
C02699,2024-10-03,51,Female,Jaipur,Google,Budget
C02700,2024-06-02,55,Male,Lucknow,Organic Search,Regular
C02701,2023-12-18,26,Female,Lucknow,YouTube,Premium
C02702,2025-05-18,38,Male,Chennai,Instagram,VIP
C02703,2025-10-28,25,Male,Pune,YouTube,Regular
C02704,2024-05-04,24,Male,Pune,Referral,Regular
C02705,2025-03-07,32,Female,Delhi,Organic Search,Regular
C02706,2023-10-15,50,Female,Hyderabad,Referral,Premium
C02707,2026-03-30,22,Male,Pune,Google,Regular
C02708,2024-05-22,58,Female,Bangalore,Google,Regular
C02709,2025-01-26,18,Male,Hyderabad,Organic Search,Regular
C02710,2024-10-20,54,Male,Bangalore,Direct,Regular
C02711,2024-02-08,58,Male,Kolkata,Instagram,Regular
C02712,2026-06-13,39,Female,Hyderabad,YouTube,Premium
C02713,2026-03-24,48,Male,Lucknow,Direct,Regular
C02714,2025-04-24,62,Male,Chennai,Instagram,Budget
C02715,2026-05-25,62,Female,Bangalore,Google,Regular
C02716,2025-11-16,47,Female,Bangalore,Direct,Regular
C02717,2024-11-29,63,Female,Lucknow,Instagram,Regular
C02718,2024-08-14,32,Male,Delhi,Instagram,Regular
C02719,2024-11-26,34,Female,Ahmedabad,YouTube,Regular
C02720,2025-10-25,42,Male,Jaipur,Instagram,Regular
C02721,2024-06-20,42,Male,Hyderabad,Organic Search,Premium
C02722,2023-11-21,34,Female,Hyderabad,Instagram,Budget
C02723,2024-10-09,31,Female,Jaipur,Instagram,Budget
C02724,2025-02-28,23,Male,Kolkata,Instagram,VIP
C02725,2026-05-12,20,Female,Kolkata,Google,Budget
C02726,2024-03-11,50,Female,Pune,Referral,Regular
C02727,2026-01-25,61,Other,Mumbai,Google,Premium
C02728,2026-08-07,46,Male,Mumbai,Instagram,Premium
C02729,2026-07-08,25,Female,Lucknow,Instagram,VIP
C02730,2023-11-11,60,Male,Mumbai,Organic Search,Regular
C02731,2025-01-18,40,Female,Delhi,Direct,Budget
C02732,2024-07-02,45,Male,Hyderabad,Referral,Premium
C02733,2026-03-10,47,Male,Bangalore,Direct,Regular
C02734,2024-08-20,49,Male,Bangalore,Direct,Premium
C02735,2025-04-25,44,Female,Bangalore,Direct,Budget
C02736,2023-09-05,44,Female,Pune,Direct,Regular
C02737,2024-04-03,37,Male,Hyderabad,Referral,Budget
C02738,2025-05-06,39,Female,Pune,Direct,Regular
C02739,2024-07-26,33,Male,Bangalore,Google,Regular
C02740,2025-07-10,40,Other,Jaipur,Direct,Premium
C02741,2025-01-17,39,Female,Ahmedabad,Organic Search,Premium
C02742,2025-06-06,40,Female,Chennai,Instagram,Budget
C02743,2025-02-18,64,Female,Mumbai,Google,Budget
C02744,2025-12-21,56,Female,Bangalore,Instagram,Regular
C02745,2024-03-29,22,Female,Mumbai,Referral,Regular
C02746,2026-05-10,50,Male,Chennai,Instagram,Budget
C02747,2025-12-08,28,Female,Pune,Referral,VIP
C02748,2024-05-22,48,Male,Bangalore,YouTube,Premium
C02749,2023-09-03,25,Female,Jaipur,Google,Regular
C02750,2024-11-19,26,Female,Delhi,Organic Search,Regular
C02751,2024-05-09,62,Female,Chennai,Organic Search,VIP
C02752,2024-09-10,21,Male,Jaipur,Organic Search,Budget
C02753,2026-03-05,52,Female,Chennai,Direct,Regular
C02754,2026-04-15,59,Male,Pune,Referral,Regular
C02755,2026-07-05,45,Female,Hyderabad,Direct,Regular
C02756,2023-08-29,43,Other,Mumbai,Referral,Premium
C02757,2025-08-17,24,Male,Ahmedabad,Instagram,Regular
C02758,2026-03-15,51,Female,Mumbai,Referral,Regular
C02759,2025-11-02,53,Male,Bangalore,Instagram,Budget
C02760,2023-12-19,60,Male,Hyderabad,Referral,Premium
C02761,2025-03-30,53,Male,Delhi,Instagram,Budget
C02762,2024-05-15,51,Female,Mumbai,Organic Search,Regular
C02763,2025-02-17,46,Male,Jaipur,Referral,Regular
C02764,2023-11-01,55,Female,Chennai,Referral,Regular
C02765,2026-08-24,28,Female,Kolkata,Instagram,Premium
C02766,2025-10-15,27,Male,Hyderabad,Direct,Regular
C02767,2023-12-07,57,Other,Pune,Google,Budget
C02768,2026-06-02,21,Female,Mumbai,Referral,Budget
C02769,2026-05-07,45,Female,Chennai,Organic Search,Regular
C02770,2025-03-19,19,Female,Pune,Instagram,Premium
C02771,2025-10-04,49,Female,Hyderabad,Google,Regular
C02772,2024-10-09,63,Male,Chennai,Organic Search,Regular
C02773,2026-07-31,52,Male,Pune,Referral,Regular
C02774,2023-11-29,24,Female,Hyderabad,YouTube,Budget
C02775,2023-12-10,46,Female,Jaipur,Organic Search,Regular
C02776,2024-01-21,58,Male,Pune,Google,Budget
C02777,2026-02-11,56,Female,Delhi,Instagram,Premium
C02778,2023-11-18,47,Male,Bangalore,Organic Search,Regular
C02779,2025-05-11,19,Female,Hyderabad,Organic Search,Budget
C02780,2024-12-16,37,Other,Hyderabad,Referral,Premium
C02781,2026-07-19,64,Female,Kolkata,Google,Regular
C02782,2024-05-13,19,Male,Kolkata,Google,Regular
C02783,2024-06-09,55,Male,Bangalore,Google,Regular
C02784,2024-08-07,54,Male,Chennai,Google,VIP
C02785,2026-01-21,40,Male,Delhi,Direct,Regular
C02786,2025-10-03,50,Male,Bangalore,Direct,Regular
C02787,2025-11-10,62,Female,Kolkata,Instagram,Regular
C02788,2024-08-10,58,Male,Jaipur,Google,Regular
C02789,2024-06-21,47,Male,Chennai,Instagram,Regular
C02790,2023-11-17,62,Male,Hyderabad,Direct,Regular
C02791,2024-04-06,49,Male,Lucknow,Instagram,Regular
C02792,2025-12-29,42,Male,Hyderabad,Organic Search,Regular
C02793,2025-05-29,38,Male,Hyderabad,Referral,Regular
C02794,2024-02-14,28,Female,Bangalore,Organic Search,Budget
C02795,2024-02-24,18,Female,Hyderabad,Direct,Regular
C02796,2025-01-19,32,Male,Jaipur,Referral,Regular
C02797,2024-11-15,25,Male,Jaipur,Google,Budget
C02798,2025-04-06,36,Male,Bangalore,Organic Search,Premium
C02799,2026-07-20,45,Female,Pune,Instagram,Regular
C02800,2024-04-11,25,Female,Bangalore,Direct,Premium
C02801,2024-07-30,25,Female,Lucknow,Referral,Regular
C02802,2024-06-13,24,Female,Kolkata,Organic Search,Regular
C02803,2024-01-06,20,Male,Hyderabad,Instagram,Regular
C02804,2024-02-16,34,Female,Hyderabad,Direct,Premium
C02805,2025-09-17,60,Male,Ahmedabad,Organic Search,Premium
C02806,2026-02-18,46,Female,Mumbai,Instagram,Budget
C02807,2025-09-29,26,Female,Pune,Direct,VIP
C02808,2023-10-11,52,Male,Hyderabad,Google,Regular
C02809,2026-03-01,18,Female,Chennai,Organic Search,Regular
C02810,2024-08-21,60,Female,Hyderabad,Referral,Premium
C02811,2023-12-05,47,Male,Jaipur,Organic Search,Regular
C02812,2024-05-26,58,Female,Lucknow,Organic Search,Premium
C02813,2024-09-20,31,Male,Chennai,Instagram,Budget
C02814,2025-03-12,57,Female,Jaipur,Instagram,Budget
C02815,2025-09-08,48,Female,Bangalore,Direct,Regular
C02816,2024-06-08,64,Female,Bangalore,Organic Search,Premium
C02817,2026-08-17,49,Female,Pune,Google,Premium
C02818,2023-10-01,46,Male,Mumbai,Instagram,Regular
C02819,2024-11-13,55,Male,Hyderabad,Google,Premium
C02820,2025-01-04,23,Male,Ahmedabad,Organic Search,Budget
C02821,2025-11-24,52,Female,Kolkata,Direct,Regular
C02822,2024-05-27,34,Female,Pune,Organic Search,Budget
C02823,2025-01-15,61,Female,Lucknow,YouTube,Premium
C02824,2026-01-25,51,Male,Hyderabad,Google,Regular
C02825,2024-01-28,36,Female,Lucknow,Organic Search,Premium
C02826,2023-09-10,35,Female,Delhi,YouTube,Budget
C02827,2026-02-23,45,Male,Pune,Google,Regular
C02828,2026-08-08,32,Female,Lucknow,Direct,Premium
C02829,2024-01-18,46,Female,Lucknow,Organic Search,Regular
C02830,2026-02-15,22,Female,Jaipur,Organic Search,VIP
C02831,2024-10-08,20,Male,Mumbai,Referral,Regular
C02832,2025-07-18,28,Male,Kolkata,Referral,Budget
C02833,2025-08-03,36,Female,Bangalore,Google,Regular
C02834,2025-05-27,52,Male,Ahmedabad,Instagram,Regular
C02835,2024-06-06,50,Male,Mumbai,Referral,Regular
C02836,2026-02-03,57,Female,Pune,Instagram,Budget
C02837,2023-09-20,42,Male,Hyderabad,Organic Search,Premium
C02838,2023-11-06,53,Female,Hyderabad,Referral,Regular
C02839,2026-05-13,51,Male,Hyderabad,Referral,Regular
C02840,2024-12-26,49,Female,Ahmedabad,Direct,Regular
C02841,2024-01-16,24,Male,Delhi,Organic Search,Regular
C02842,2026-05-15,20,Male,Pune,Google,Budget
C02843,2026-02-21,59,Female,Kolkata,Instagram,Budget
C02844,2024-08-25,64,Female,Kolkata,Google,Regular
C02845,2023-10-13,32,Female,Bangalore,Organic Search,Regular
C02846,2025-01-14,62,Male,Chennai,Referral,Regular
C02847,2024-02-28,30,Female,Mumbai,Google,Regular
C02848,2025-05-17,20,Male,Mumbai,Instagram,Regular
C02849,2026-02-13,54,Female,Pune,Organic Search,Budget
C02850,2024-11-02,55,Male,Pune,Organic Search,Regular
C02851,2023-09-29,40,Male,Mumbai,YouTube,VIP
C02852,2025-09-14,22,Other,Hyderabad,YouTube,Regular
C02853,2024-03-04,49,Female,Mumbai,Google,Premium
C02854,2024-04-19,32,Male,Lucknow,Instagram,Premium
C02855,2024-03-20,21,Male,Kolkata,Direct,Budget
C02856,2024-06-29,62,Male,Hyderabad,Referral,Premium
C02857,2026-04-22,35,Female,Lucknow,Google,Premium
