campaign_id,date,impressions,clicks,conversions,spend,revenue_generated
CAM032,2025-03-04,59224,1196,49,16582.73,147784.84
CAM033,2025-02-13,27343,670,34,8203.03,74482.02
CAM033,2025-02-14,26147,765,37,7844.24,61337.97
CAM033,2025-02-15,26158,715,35,7847.54,62878.34
CAM033,2025-02-16,22824,639,37,6847.44,72671.01
CAM033,2025-02-17,24133,612,30,7239.96,52876.2
CAM033,2025-02-18,24831,606,32,7449.36,69196.75
CAM033,2025-02-19,25510,703,38,7653.24,65927.84
CAM033,2025-02-20,26313,715,36,7894.12,72942.69
CAM033,2025-02-21,26944,693,35,8083.43,66595.22
CAM033,2025-02-22,24491,657,32,7347.51,56441.85
CAM033,2025-02-23,25725,681,33,7717.62,67807.89
CAM033,2025-02-24,25733,671,38,7720.06,70496.44
CAM034,2025-04-23,28432,1002,68,12794.59,166740.52
CAM034,2025-04-24,30124,1151,79,13555.94,233205.76
CAM034,2025-04-25,27565,887,64,12404.28,147655.49
CAM034,2025-04-26,28926,958,72,13017.01,164783.12
CAM034,2025-04-27,27649,982,71,12442.23,206142.93
CAM034,2025-04-28,25844,863,55,11630.08,153885.77
CAM034,2025-04-29,30085,1065,77,13538.66,178241.54
CAM034,2025-04-30,28950,1071,74,13027.75,173948.6
CAM034,2025-05-01,28518,959,62,12833.49,175835.8
CAM034,2025-05-02,30299,959,68,13634.89,195625.35
CAM034,2025-05-03,28416,1093,79,12787.42,233824.39
CAM034,2025-05-04,28292,955,61,12731.54,170568.21
CAM034,2025-05-05,29147,1004,71,13116.52,166289.43
CAM034,2025-05-06,25820,816,53,11619.33,123865.13
CAM034,2025-05-07,25733,953,65,11580.04,189991.61
CAM034,2025-05-08,30965,1068,81,13934.4,232983.75
CAM034,2025-05-09,27151,958,69,12218.07,184109.8
CAM034,2025-05-10,26149,918,64,11767.18,179046.97
CAM034,2025-05-11,27627,1005,66,12432.59,162090.81
CAM035,2025-07-22,81707,2093,91,26146.36,299873.45
CAM035,2025-07-23,81502,2238,92,26080.91,287200.13
CAM035,2025-07-24,83511,2016,88,26723.52,309030.29
CAM035,2025-07-25,79051,1983,82,25296.43,250865.6
CAM035,2025-07-26,80994,1962,93,25918.22,356176.73
CAM035,2025-07-27,81555,1867,78,26097.66,316348.05
CAM035,2025-07-28,77798,2131,103,24895.64,361826.68
CAM035,2025-07-29,79353,2123,92,25393.17,290214.75
CAM035,2025-07-30,80384,2129,94,25723.0,371402.28
CAM035,2025-07-31,79775,1808,86,25528.11,308536.86
CAM035,2025-08-01,79209,2020,86,25347.02,266091.99
CAM036,2025-05-09,19569,458,24,8806.14,46781.46
CAM036,2025-05-10,18476,447,20,8314.54,32652.34
CAM036,2025-05-11,20149,458,20,9067.11,35032.75
CAM036,2025-05-12,18805,483,21,8462.39,36711.27
CAM036,2025-05-13,20506,548,24,9227.75,41549.9
CAM036,2025-05-14,21421,525,23,9639.68,36133.21
CAM036,2025-05-15,21487,479,22,9669.54,43544.93
CAM036,2025-05-16,20298,519,27,9134.26,42840.67
CAM036,2025-05-17,19850,514,23,8932.77,37685.55
CAM036,2025-05-18,18531,476,25,8339.29,45452.18
CAM036,2025-05-19,19725,510,25,8876.38,40896.1
CAM036,2025-05-20,19959,537,26,8981.91,48714.76
CAM036,2025-05-21,19744,463,22,8884.96,38179.78
CAM036,2025-05-22,17999,415,18,8099.87,29680.46
CAM036,2025-05-23,18451,465,22,8303.05,41963.37
CAM036,2025-05-24,18766,424,22,8444.81,42972.48
CAM036,2025-05-25,18927,437,20,8517.5,32958.76
CAM036,2025-05-26,20109,517,25,9049.38,44375.45
CAM036,2025-05-27,21703,546,28,9766.52,54982.75
CAM036,2025-05-28,18525,437,23,8336.67,42515.37
CAM036,2025-05-29,21655,494,22,9745.13,41860.6
CAM036,2025-05-30,20996,506,25,9448.21,47475.82
CAM037,2025-10-21,72096,3146,264,32443.27,567342.1
CAM037,2025-10-22,72941,2699,212,32823.86,577298.0
CAM037,2025-10-23,75093,2795,217,33792.18,478919.7
CAM037,2025-10-24,72423,2719,227,32590.67,513680.34
CAM037,2025-10-25,75539,2924,249,33992.95,651150.22
CAM037,2025-10-26,73856,3110,260,33235.54,585843.28
CAM037,2025-10-27,64637,2376,200,29086.94,437489.71
CAM037,2025-10-28,70696,3066,224,31813.43,582841.26
CAM038,2026-01-17,14794,607,44,6657.69,106118.16
CAM038,2026-01-18,13114,476,38,5901.47,102796.31
CAM038,2026-01-19,13186,520,40,5933.95,99120.81
CAM038,2026-01-20,13615,498,43,6126.86,91871.83
CAM038,2026-01-21,13750,570,44,6187.73,114789.48
CAM038,2026-01-22,14502,548,44,6526.25,95061.18
CAM038,2026-01-23,14346,592,51,6455.94,116725.19
CAM038,2026-01-24,15000,573,43,6750.27,109336.69
CAM038,2026-01-25,13238,498,40,5957.15,89822.92
CAM038,2026-01-26,13861,529,43,6237.47,115518.68
CAM038,2026-01-27,14557,644,52,6550.83,131704.24
CAM038,2026-01-28,14946,657,55,6725.95,128364.31
CAM038,2026-01-29,14717,603,47,6622.92,125476.11
CAM038,2026-01-30,14995,631,46,6747.87,113293.5
CAM038,2026-01-31,14731,606,47,6628.97,107249.02
CAM038,2026-02-01,15481,674,51,6966.73,109211.14
CAM038,2026-02-02,15679,662,57,7055.57,119761.69
CAM039,2025-06-28,61144,1566,93,23234.99,205038.58
CAM039,2025-06-29,65036,1502,80,24713.91,203647.76
CAM039,2025-06-30,61522,1453,83,23378.62,161460.49
CAM039,2025-07-01,54403,1418,75,20673.24,165287.85
CAM039,2025-07-02,62047,1610,96,23577.88,220765.73
CAM039,2025-07-03,56787,1333,75,21579.07,175772.19
CAM039,2025-07-04,58643,1604,100,22284.69,209347.09
CAM039,2025-07-05,61726,1635,96,23455.96,224828.72
CAM039,2025-07-06,63774,1478,87,24234.15,206987.75
CAM039,2025-07-07,55439,1281,78,21067.16,175455.89
CAM039,2025-07-08,56188,1318,75,21351.73,151118.31
CAM039,2025-07-09,64438,1488,78,24486.65,165562.56
CAM039,2025-07-10,65050,1669,87,24719.11,192067.98
CAM039,2025-07-11,58879,1397,79,22374.37,164013.83
CAM039,2025-07-12,61036,1622,84,23193.96,175375.88
CAM039,2025-07-13,63338,1622,93,24068.49,237640.92
CAM039,2025-07-14,64341,1709,95,24449.86,184433.73
CAM039,2025-07-15,60852,1590,95,23123.76,184899.11
CAM039,2025-07-16,63855,1664,90,24264.95,209225.89
CAM040,2026-06-11,25768,665,28,8245.76,66400.86
CAM040,2026-06-12,26823,679,29,8583.44,82493.5
CAM040,2026-06-13,27717,727,30,8869.73,76993.27
CAM040,2026-06-14,29475,741,33,9432.21,98165.4
CAM040,2026-06-15,29480,810,38,9433.84,115293.3
CAM040,2026-06-16,28157,702,28,9010.32,79922.54
CAM040,2026-06-17,28106,684,32,8994.23,89385.3
CAM040,2026-06-18,27426,718,31,8776.41,87761.38
CAM040,2026-06-19,26802,690,29,8576.75,78198.67
CAM040,2026-06-20,26285,677,29,8411.43,73213.44
CAM040,2026-06-21,28309,642,30,9059.18,89866.19
CAM040,2026-06-22,24494,626,30,7838.16,73622.23
CAM040,2026-06-23,28585,701,34,9147.46,88014.23
CAM040,2026-06-24,28836,709,32,9227.57,83039.04
CAM040,2026-06-25,24501,578,25,7840.51,70550.88
CAM040,2026-06-26,25273,655,27,8087.54,73115.19
CAM040,2026-06-27,27660,739,33,8851.28,91572.7
CAM040,2026-06-28,28367,680,33,9077.58,88825.37
CAM041,2025-04-11,50998,1888,124,22949.38,281319.61
CAM041,2025-04-12,48497,1597,121,21824.05,277587.81
CAM041,2025-04-13,44495,1690,106,20022.94,290141.68
CAM041,2025-04-14,47675,1597,101,21454.17,279541.54
CAM041,2025-04-15,48838,1663,115,21977.25,284484.69
CAM041,2025-04-16,45771,1561,106,20597.07,306644.08
CAM041,2025-04-17,43494,1656,104,19572.33,249280.28
CAM041,2025-04-18,46386,1736,119,20874.01,275942.73
CAM041,2025-04-19,50443,1669,105,22699.75,248339.3
CAM041,2025-04-20,45936,1646,117,20671.3,285048.84
CAM041,2025-04-21,49177,1565,117,22129.69,338311.23
CAM041,2025-04-22,47685,1690,111,21458.38,331579.28
CAM041,2025-04-23,50665,1668,125,22799.47,305008.82
CAM041,2025-04-24,47336,1665,113,21301.3,289694.75
CAM041,2025-04-25,48382,1727,132,21772.01,385384.58
CAM041,2025-04-26,46499,1548,115,20924.71,327903.94
CAM041,2025-04-27,47094,1513,101,21192.51,275890.91
CAM041,2025-04-28,42665,1352,98,19199.25,278729.36
CAM042,2026-01-24,17198,416,17,5503.55,26081.15
CAM042,2026-01-25,16499,389,16,5279.71,26739.1
CAM042,2026-01-26,19537,470,20,6252.04,33167.96
CAM042,2026-01-27,18762,489,20,6004.04,34968.82
CAM042,2026-01-28,16838,443,19,5388.39,31451.19
CAM042,2026-01-29,17538,434,19,5612.4,25471.71
CAM042,2026-01-30,17086,467,19,5467.67,28470.9
CAM042,2026-01-31,18752,428,17,6000.95,27758.58
CAM042,2026-02-01,16627,376,17,5320.87,24502.43
CAM042,2026-02-02,16674,453,18,5335.94,24981.94
CAM042,2026-02-03,16652,394,16,5328.67,25963.57
CAM042,2026-02-04,17360,465,21,5555.5,36419.43
CAM042,2026-02-05,18503,501,21,5921.1,36320.44
CAM042,2026-02-06,16776,401,16,5368.45,24766.21
CAM042,2026-02-07,18744,474,19,5998.31,27244.3
CAM042,2026-02-08,19039,430,19,6092.52,32228.46
CAM042,2026-02-09,17489,447,19,5596.62,32605.84
CAM043,2025-10-14,41093,907,39,11506.3,96678.26
CAM043,2025-10-15,37854,805,32,10599.21,72626.32
CAM043,2025-10-16,45828,912,39,12831.95,75157.93
CAM043,2025-10-17,44884,920,38,12567.66,92004.35
CAM043,2025-10-18,39242,818,34,10987.88,79839.47
CAM043,2025-10-19,45973,930,39,12872.5,85453.58
CAM043,2025-10-20,44718,841,32,12521.22,75034.63
CAM043,2025-10-21,41805,849,35,11705.4,73110.25
CAM043,2025-10-22,45006,1006,40,12601.92,93502.06
CAM043,2025-10-23,42487,942,40,11896.46,91063.15
CAM043,2025-10-24,40952,815,35,11466.81,84637.62
CAM043,2025-10-25,45324,893,36,12690.89,84751.96
CAM043,2025-10-26,41368,819,31,11583.25,66593.41
CAM043,2025-10-27,45989,903,38,12877.1,92791.93
CAM043,2025-10-28,43686,887,38,12232.09,86110.72
CAM043,2025-10-29,43028,923,38,12047.86,94254.28
CAM043,2025-10-30,42463,911,36,11889.69,82851.62
CAM044,2025-04-23,75550,1706,85,22665.25,123051.62
CAM044,2025-04-24,74900,1795,88,22470.19,126560.06
CAM044,2025-04-25,82630,1766,82,24789.05,113261.79
CAM044,2025-04-26,76100,1748,75,22830.23,121426.87
CAM044,2025-04-27,81199,2028,97,24359.96,156736.18
CAM044,2025-04-28,71457,1539,76,21437.24,123201.33
CAM044,2025-04-29,72347,1817,83,21704.25,133923.53
CAM044,2025-04-30,81279,1718,79,24383.92,109068.78
CAM044,2025-05-01,75513,1856,86,22654.02,133089.72
CAM044,2025-05-02,75389,1906,95,22616.71,122782.19
CAM044,2025-05-03,72651,1632,78,21795.46,124027.49
CAM044,2025-05-04,78000,1787,81,23400.11,113363.87
CAM044,2025-05-05,80862,1853,77,24258.78,121687.69
CAM044,2025-05-06,73359,1684,82,22007.8,120583.55
CAM044,2025-05-07,70099,1732,84,21029.77,109170.86
CAM044,2025-05-08,74735,1803,85,22420.61,123606.36
CAM044,2025-05-09,77674,1766,85,23302.46,107232.38
CAM044,2025-05-10,80980,1761,83,24294.2,127335.52
CAM044,2025-05-11,77869,1797,79,23360.76,124207.66
CAM044,2025-05-12,77817,1941,97,23345.28,151417.0
CAM045,2025-07-26,29443,652,28,8833.05,84919.13
CAM045,2025-07-27,27375,632,28,8212.79,81048.49
CAM045,2025-07-28,27148,658,32,8144.41,95510.2
CAM045,2025-07-29,31484,730,35,9445.3,126229.17
CAM045,2025-07-30,32153,672,30,9645.9,111481.18
CAM045,2025-07-31,31781,668,27,9534.39,87328.78
CAM045,2025-08-01,27475,589,26,8242.54,97185.08
CAM045,2025-08-02,30711,698,28,9213.5,103282.66
CAM045,2025-08-03,29188,671,29,8756.44,92075.23
CAM046,2025-04-21,39006,1185,78,12481.94,221035.02
CAM046,2025-04-22,36904,1296,72,11809.54,194730.6
CAM046,2025-04-23,39079,1246,74,12505.3,171187.68
CAM046,2025-04-24,42532,1304,82,13610.24,239216.5
CAM046,2025-04-25,39392,1228,70,12605.76,177976.76
CAM046,2025-04-26,39034,1243,80,12490.91,208909.5
CAM046,2025-04-27,38373,1283,74,12279.65,162803.43
CAM046,2025-04-28,38785,1243,72,12411.22,193357.98
CAM046,2025-04-29,36142,1107,71,11565.46,167083.08
CAM046,2025-04-30,38664,1306,79,12372.77,215030.98
CAM046,2025-05-01,41936,1512,95,13419.63,217181.19
CAM046,2025-05-02,39660,1415,86,12691.34,194167.61
CAM046,2025-05-03,37515,1223,73,12005.07,207199.07
CAM046,2025-05-04,40173,1419,93,12855.56,234134.74
CAM046,2025-05-05,40815,1488,85,13061.07,204179.28
CAM047,2025-01-25,8736,311,20,3931.39,44921.56
CAM047,2025-01-26,8574,291,19,3858.6,35161.09
CAM047,2025-01-27,8198,261,17,3689.5,34849.23
CAM047,2025-01-28,7592,261,19,3416.52,35040.84
CAM047,2025-01-29,8188,269,18,3684.92,42115.85
CAM047,2025-01-30,8794,329,25,3957.74,59937.59
CAM047,2025-01-31,8644,311,19,3890.2,36654.51
CAM047,2025-02-01,8434,313,20,3795.38,47735.63
CAM047,2025-02-02,7682,287,19,3457.27,41866.89
CAM047,2025-02-03,8047,265,19,3621.37,41914.41
CAM047,2025-02-04,8007,257,18,3603.29,36121.34
CAM047,2025-02-05,7946,273,20,3576.12,40979.63
CAM047,2025-02-06,7566,238,16,3405.02,38428.57
CAM047,2025-02-07,7551,257,18,3397.96,36322.18
CAM047,2025-02-08,7758,280,18,3491.35,35543.43
CAM047,2025-02-09,8764,328,22,3944.03,50869.35
CAM048,2025-04-30,7985,213,12,3034.59,39558.35
CAM048,2025-05-01,7521,189,11,2858.34,37759.8
CAM048,2025-05-02,7317,195,11,2780.5,33799.75
CAM048,2025-05-03,7040,174,10,2675.34,32908.5
CAM048,2025-05-04,7260,177,9,2759.09,27953.7
CAM048,2025-05-05,7286,168,9,2768.87,27430.75
CAM048,2025-05-06,7792,179,9,2961.31,26694.7
CAM048,2025-05-07,8310,215,13,3157.94,36680.01
CAM048,2025-05-08,8076,220,13,3068.91,41481.26
CAM048,2025-05-09,7065,179,10,2684.78,26914.14
CAM048,2025-05-10,7043,178,10,2676.58,33689.64
CAM048,2025-05-11,7942,219,11,3018.06,38423.38
CAM048,2025-05-12,7756,206,11,2947.49,31331.45
CAM048,2025-05-13,7163,173,10,2722.1,30747.57
CAM048,2025-05-14,7340,180,10,2789.33,34476.59
CAM048,2025-05-15,7500,171,9,2850.35,23877.56
CAM048,2025-05-16,7988,189,11,3035.62,34576.95
CAM048,2025-05-17,7404,188,10,2813.87,31405.7
CAM048,2025-05-18,7200,173,10,2736.35,32060.41
CAM048,2025-05-19,7938,208,11,3016.58,31990.25
CAM049,2025-08-27,80072,2975,199,36032.81,732104.49
CAM049,2025-08-28,74110,2790,187,33349.87,572191.14
CAM049,2025-08-29,75980,2668,174,34191.13,622320.07
CAM049,2025-08-30,82386,2760,190,37074.0,645317.97
CAM049,2025-08-31,80677,2738,174,36304.83,517250.43
CAM049,2025-09-01,80810,2809,192,36364.52,536096.43
CAM049,2025-09-02,72897,2777,174,32804.01,579318.35
CAM049,2025-09-03,83449,3126,238,37552.12,744205.52
CAM049,2025-09-04,71305,2610,200,32087.66,734001.36
CAM049,2025-09-05,81539,2656,193,36692.85,668630.02
CAM049,2025-09-06,82158,2954,222,36971.52,809303.21
CAM049,2025-09-07,78165,2998,190,35174.44,544741.69
CAM050,2025-08-05,49777,1333,54,15928.73,153756.29
CAM050,2025-08-06,46313,1269,56,14820.4,135940.79
CAM050,2025-08-07,48626,1107,46,15560.48,133620.25
CAM050,2025-08-08,49796,1248,52,15934.89,121782.47
CAM050,2025-08-09,48586,1226,56,15547.67,171641.23
CAM050,2025-08-10,45879,1113,54,14681.36,167484.13
CAM050,2025-08-11,49162,1172,49,15732.0,136441.98
CAM050,2025-08-12,52940,1284,60,16941.08,148877.93
CAM050,2025-08-13,44932,1032,45,14378.3,133679.22
CAM050,2025-08-14,46285,1075,46,14811.42,136397.46
CAM050,2025-08-15,44215,1018,45,14149.04,113869.82
